"history_day_close","history_day_date","history_day_high","history_day_low","history_day_open","history_day_volume"
201.35,"2014-05-07",210.2,197.25,209.78,10179291
178.59,"2014-05-08",194.4,178.0,181.96,20056591
182.26,"2014-05-09",183.4,177.22,179.86,8495159
184.67,"2014-05-12",187.19,179.88,183.89,7004330
190.16,"2014-05-13",191.34,183.0,183.76,7097242
190.62,"2014-05-14",193.48,187.1,188.9,5414945
188.59,"2014-05-15",192.6599,185.3,189.98,6046139
191.56,"2014-05-16",192.04,187.72,188.95,4489312
196.09,"2014-05-19",196.89,190.0,190.72,4571660
195.3,"2014-05-20",199.33,193.0701,196.94,5553877
199.45,"2014-05-21",199.87,194.79,196.18,5290755
204.88,"2014-05-22",206.88,199.5604,200.35,6216255
207.3,"2014-05-23",207.76,202.5,204.53,4010931
211.56,"2014-05-27",213.87,207.7,208.52,5346788
210.24,"2014-05-28",212.77,205.26,209.92,5496278
210.24,"2014-05-29",212.49,207.72,210.57,3694596
207.77,"2014-05-30",214.8,207.02,210.3,5586068
204.7,"2014-06-02",209.35,201.67,207.33,4668115
204.94,"2014-06-03",208.0,202.59,203.49,3866182
203.99,"2014-06-04",206.26,200.396,204.35,3434502
206.9,"2014-06-05",209.2,204.05,204.47,4059285
208.171,"2014-06-06",210.81,207.18,209.2,3074900
205.31,"2014-06-09",209.99,204.2,207.95,2813066
202.3,"2014-06-10",206.97,201.55,204.47,3522336
204.47,"2014-06-11",205.0,199.251,201.5,3980491
203.52,"2014-06-12",209.88,202.71,205.1,5997144
206.42,"2014-06-13",206.79,201.584,204.78,3546789
224.61,"2014-06-16",225.49,206.26,206.76,13246352
231.67,"2014-06-17",235.54,222.85,224.11,13304907
227.12,"2014-06-18",231.71,226.12,231.5,6947053
227.79,"2014-06-19",235.31,227.0,228.72,8801907
229.59,"2014-06-20",231.29,226.2,228.52,4908077
237.22,"2014-06-23",238.99,228.22,229.51,7800189
232.5,"2014-06-24",241.88,231.6278,238.96,8081109
236.891,"2014-06-25",237.55,230.24,233.31,5803257
235.6,"2014-06-26",240.4,234.211,237.21,5122972
239.06,"2014-06-27",240.0,234.5001,234.69,5638787
240.06,"2014-06-30",244.49,239.0,239.55,4833602
239.72,"2014-07-01",243.44,238.7,242.46,4341242
229.425,"2014-07-02",242.33,227.07,240.66,8035072
229.25,"2014-07-03",231.8984,224.0,230.78,5166716
222.66,"2014-07-07",229.78,220.4,227.5,5901080
219.07,"2014-07-08",220.96,214.27,218.65,7846165
223.06,"2014-07-09",224.22,219.21,221.27,4117729
219.46,"2014-07-10",222.22,216.04,217.2,4865246
218.13,"2014-07-11",221.6,217.6,220.61,3307113
226.7,"2014-07-14",228.79,215.4502,219.99,7208573
219.58,"2014-07-15",227.65,218.1,226.73,5732031
217.16,"2014-07-16",224.8,216.82,221.82,4051097
215.4,"2014-07-17",220.55,213.6,216.33,4650956
220.0201,"2014-07-18",221.21,215.93,215.95,4260618
220.54,"2014-07-21",223.21,216.72,217.25,3825251
219.58,"2014-07-22",223.3,219.1113,222.46,2732485
222.49,"2014-07-23",224.75,219.43,220.01,3088731
223.54,"2014-07-24",225.1,220.8,223.25,3248410
223.57,"2014-07-25",226.97,221.75,222.72,3090383
224.82,"2014-07-28",232.0,221.402,224.25,6517611
225.01,"2014-07-29",228.3,224.86,226.61,3387187
228.92,"2014-07-30",229.6,221.04,222.0,4927823
223.3,"2014-07-31",231.4,221.5,229.26,7749058
233.27,"2014-08-01",237.5,226.0,226.2,11898133
238.52,"2014-08-04",240.5,233.27,235.0,5967406
238.49,"2014-08-05",242.99,235.69,237.49,5388581
248.9301,"2014-08-06",251.42,238.58,238.91,9249265
252.39,"2014-08-07",256.688,249.12,250.12,7478926
248.13,"2014-08-08",251.76,246.5,251.16,5099061
259.32,"2014-08-11",263.74,255.0,255.48,8101276
259.96,"2014-08-12",260.3,254.5801,258.17,6390412
260.31,"2014-08-13",265.64,259.61,262.01,6932628
261.38,"2014-08-14",263.0,258.54,262.33,4126634
262.01,"2014-08-15",262.09,258.5,261.48,3867874
259.94,"2014-08-18",267.26,259.75,263.2,5849231
256.76,"2014-08-19",259.33,251.62,259.15,5340136
255.71,"2014-08-20",258.74,253.0,254.84,3027863
254.34,"2014-08-21",258.8,253.26,256.52,2919241
256.78,"2014-08-22",256.9499,252.61,254.54,2836959
262.55,"2014-08-25",263.68,258.19,258.72,4318053
261.74,"2014-08-26",265.5,261.66,264.98,3822572
263.25,"2014-08-27",264.24,260.29,263.5,2990532
263.86,"2014-08-28",264.48,261.64,261.61,2854737
269.7,"2014-08-29",272.0,267.51,269.1,6453958
284.12,"2014-09-02",284.89,274.3,275.5,9852351
281.19,"2014-09-03",288.0,280.1,287.56,6779735
286.04,"2014-09-04",291.42,280.4,284.01,8341749
277.39,"2014-09-05",282.9,272.51,282.01,11176167
282.11,"2014-09-08",284.88,277.5227,278.03,5505040
278.48,"2014-09-09",285.49,277.0,283.0,4567958
281.1,"2014-09-10",281.41,273.66,279.5,3785988
280.31,"2014-09-11",284.79,278.63,280.46,3768584
279.2,"2014-09-12",282.39,277.0,280.5,3328302
253.86,"2014-09-15",274.4,249.13,274.37,16464952
260.74,"2014-09-16",262.46,252.42,255.03,8303972
261.38,"2014-09-17",264.7,259.5,262.01,5179923
263.82,"2014-09-18",265.6,262.32,263.36,3699314
259.32,"2014-09-19",261.43,255.27,257.99,6811714
250.03,"2014-09-22",256.02,244.71,254.9,8222963
250.41,"2014-09-23",253.8,245.0,245.69,5660048
252.14,"2014-09-24",252.84,247.04,251.12,3754376
246.95,"2014-09-25",254.96,246.1,252.52,4843712
246.6,"2014-09-26",249.73,246.07,248.25,3798841
245.26,"2014-09-29",248.64,241.38,244.0,4854687
242.68,"2014-09-30",247.65,240.1249,246.92,4248127
240.24,"2014-10-01",242.66,235.65,242.2,5946510
251.42,"2014-10-02",252.79,245.36,250.2,9002001
255.21,"2014-10-03",256.5,251.033,253.06,5408665
260.62,"2014-10-06",262.49,257.8,259.13,7719055
259.57,"2014-10-07",261.46,255.73,258.58,4491569
259.28,"2014-10-08",262.88,252.64,260.1,5062615
257.01,"2014-10-09",265.54,254.4,261.75,7361316
236.91,"2014-10-10",245.89,235.2,244.64,12898275
224.59,"2014-10-13",238.9628,221.0,238.51,11276552
227.06,"2014-10-14",232.47,223.0,228.5,7112339
229.7,"2014-10-15",230.99,217.32,220.0,9151648
226.35,"2014-10-16",229.92,219.1,219.72,5404565
227.48,"2014-10-17",234.77,226.55,233.38,10551850
230.47,"2014-10-20",232.4,225.51,226.72,3499686
235.34,"2014-10-21",235.39,230.8,234.28,4130345
231.1,"2014-10-22",237.39,230.56,233.42,4123397
235.29,"2014-10-23",236.28,232.0,234.655,3499882
235.24,"2014-10-24",237.8,231.2,236.27,3466927
221.67,"2014-10-27",234.61,220.31,234.25,9553348
242.77,"2014-10-28",244.6,228.25,229.6,10516297
238.1,"2014-10-29",241.5,235.64,241.13,4967640
238.66,"2014-10-30",240.5,235.06,238.14,3228371
241.7,"2014-10-31",243.12,238.75,242.26,3775327
242.59,"2014-11-03",247.56,241.32,243.0,4207268
238.93,"2014-11-04",242.35,236.53,240.52,3682572
230.97,"2014-11-05",241.36,230.53,241.0,9045925
241.22,"2014-11-06",246.69,228.5,234.49,15354717
240.2,"2014-11-07",242.8399,237.2,242.19,5161023
241.93,"2014-11-10",242.88,236.8,239.11,4577208
251.08,"2014-11-11",251.82,242.0,242.55,7952565
249.1,"2014-11-12",252.34,245.58,249.75,5870818
253.004,"2014-11-13",255.75,250.25,250.62,2541890
258.68,"2014-11-14",258.85,248.5,250.0,6101145
253.98,"2014-11-17",259.0,252.02,257.49,4025695
257.7,"2014-11-18",259.99,255.51,255.86,4474294
247.74,"2014-11-19",251.88,245.6,250.61,7918486
248.71,"2014-11-20",250.93,246.0,247.71,3587220
242.78,"2014-11-21",252.78,242.17,252.21,7485059
246.72,"2014-11-24",247.6,240.64,245.2,4789708
248.09,"2014-11-25",249.72,246.0905,247.59,3159804
248.44,"2014-11-26",249.0,246.6003,248.34,1981819
244.52,"2014-11-28",246.6899,242.52,245.36,2119688
231.64,"2014-12-01",242.47,229.01,241.16,8619351
231.43,"2014-12-02",234.88,228.0,234.57,5887046
229.3,"2014-12-03",229.72,225.5,226.38,5307733
228.28,"2014-12-04",230.9,227.81,228.6,3879208
223.71,"2014-12-05",229.389,222.26,228.67,6063619
214.36,"2014-12-08",224.86,212.34,221.54,9225619
216.89,"2014-12-09",217.7294,204.27,209.22,9431502
209.84,"2014-12-10",216.77,207.7,214.13,7314139
208.88,"2014-12-11",215.43,208.23,210.53,6694398
207.0,"2014-12-12",211.68,204.5,204.82,7173782
204.04,"2014-12-15",209.8,202.67,209.1,5218252
197.81,"2014-12-16",203.68,195.37,200.89,8426105
205.82,"2014-12-17",206.65,192.65,193.48,7367834
218.26,"2014-12-18",218.44,211.8,212.38,7483349
219.29,"2014-12-19",220.4,214.5,220.19,6910461
222.6,"2014-12-22",224.06,218.26,220.0,4806917
220.97,"2014-12-23",224.315,219.5242,223.81,4513321
222.26,"2014-12-24",222.5,219.25,219.77,1333518
227.82,"2014-12-26",228.5,221.5,221.51,3327016
225.71,"2014-12-29",227.91,224.02,226.9,2811828
222.23,"2014-12-30",225.654,221.4,223.99,2903242
222.41,"2014-12-31",225.68,222.25,223.09,2402097
219.31,"2015-01-02",223.25,213.26,222.87,4764443
210.09,"2015-01-05",216.5,207.1626,214.47,5368477
211.28,"2015-01-06",214.2,204.21,210.04,6261936
210.95,"2015-01-07",214.78,209.78,213.35,2968390
210.615,"2015-01-08",213.7999,210.01,212.81,3442509
206.66,"2015-01-09",209.98,204.96,208.92,4668295
202.21,"2015-01-12",204.47,199.25,203.3,5950280
204.25,"2015-01-13",207.61,200.911,203.32,4477320
192.69,"2015-01-14",195.2,185.0,185.83,11551855
191.87,"2015-01-15",195.7499,190.0,194.49,5216524
193.07,"2015-01-16",194.49,189.65,190.7,3603158
191.93,"2015-01-20",194.1199,187.04,193.87,4503182
196.57,"2015-01-21",198.68,189.51,189.55,4153043
201.62,"2015-01-22",203.24,195.2,197.0,4116905
201.29,"2015-01-23",203.5,198.33,200.29,3442371
206.55,"2015-01-26",208.62,201.05,201.3,3234522
205.98,"2015-01-27",208.03,203.3,204.42,2781024
199.37,"2015-01-28",206.368,198.42,206.11,3149606
205.2,"2015-01-29",205.98,196.5,201.07,3548106
203.6,"2015-01-30",207.47,203.0,203.96,3006959
210.94,"2015-02-02",211.9499,203.3,203.97,4149186
218.36,"2015-02-03",220.37,211.27,213.22,4826244
218.55,"2015-02-04",221.479,216.8,217.91,3305377
220.99,"2015-02-05",225.48,219.638,219.88,3522947
217.36,"2015-02-06",223.4,216.5001,222.0,3243931
217.48,"2015-02-09",217.93,211.99,215.38,3472423
216.29,"2015-02-10",220.5,215.0,217.55,5390542
212.8,"2015-02-11",214.74,207.28,212.21,9769102
202.88,"2015-02-12",203.0882,193.28,193.57,15649607
203.77,"2015-02-13",205.99,200.91,202.9,6191003
204.35,"2015-02-17",205.7,201.5,205.7,3979647
204.46,"2015-02-18",206.17,202.6,204.17,2713598
211.705,"2015-02-19",212.44,203.75,205.0,5154148
217.11,"2015-02-20",217.6,209.81,210.78,5982089
207.335,"2015-02-23",218.2,206.33,214.99,8499775
204.11,"2015-02-24",207.29,201.7,207.29,6603560
203.76,"2015-02-25",207.14,202.58,204.51,3909520
207.19,"2015-02-26",211.09,202.22,203.66,6472855
203.34,"2015-02-27",208.55,202.8,206.9,3882084
197.325,"2015-03-02",203.34,195.825,202.7,7922065
199.56,"2015-03-03",200.2435,195.32,196.81,4432329
202.435,"2015-03-04",202.52,197.21,199.38,4221962
200.63,"2015-03-05",206.19,200.15,202.85,4877015
193.88,"2015-03-06",200.75,192.151,199.21,6712438
190.88,"2015-03-09",194.49,188.25,194.43,6736724
190.32,"2015-03-10",193.5,187.6,188.46,5579691
193.74,"2015-03-11",196.18,191.01,191.0,4974871
191.07,"2015-03-12",194.45,189.75,193.75,4149294
188.68,"2015-03-13",191.75,187.32,188.96,5434298
195.7,"2015-03-16",195.91,189.8,191.9,5628783
194.73,"2015-03-17",198.71,193.94,195.25,4894052
200.71,"2015-03-18",200.88,193.11,194.96,4820936
195.65,"2015-03-19",204.59,194.53,202.0,8475244
198.08,"2015-03-20",198.99,195.621,197.45,4269467
199.63,"2015-03-23",200.5,197.47,198.5,2631626
201.72,"2015-03-24",203.79,199.75,201.4,3649860
194.3,"2015-03-25",198.59,192.7,198.27,5730389
190.405,"2015-03-26",194.79,189.7,193.92,4127956
185.0,"2015-03-27",189.2899,181.4,189.07,8604947
190.57,"2015-03-30",192.25,181.8,185.85,10089516
188.77,"2015-03-31",193.76,188.41,193.54,5026569
187.59,"2015-04-01",192.3,186.05,188.7,3794621
191.0,"2015-04-02",193.23,190.0,190.23,5010368
203.1,"2015-04-06",207.75,197.5,197.91,12455811
203.25,"2015-04-07",205.06,201.14,202.51,4347864
207.67,"2015-04-08",210.9,205.87,208.72,6303117
210.09,"2015-04-09",210.37,206.12,208.44,3800225
210.9,"2015-04-10",211.65,209.0,209.85,4067676
209.78,"2015-04-13",213.0,209.05,210.435,3758230
207.46,"2015-04-14",209.49,205.5,208.57,3025963
207.83,"2015-04-15",209.59,206.6,207.46,1952378
206.7,"2015-04-16",209.17,206.29,207.7,1659059
206.79,"2015-04-17",206.88,203.5,204.99,2469926
205.27,"2015-04-20",207.85,203.85,206.97,2559251
209.41,"2015-04-21",210.75,204.31,205.8,3432541
219.44,"2015-04-22",221.88,211.69,212.5,7863037
218.6,"2015-04-23",221.48,217.1501,218.17,4411184
218.425,"2015-04-24",220.8,218.01,220.5,2427843
231.55,"2015-04-27",238.75,222.0,222.65,11672627
230.48,"2015-04-28",235.5,228.03,234.41,6085379
232.45,"2015-04-29",234.97,227.63,230.05,3936077
226.05,"2015-04-30",232.89,225.17,230.39,3911857
226.03,"2015-05-01",231.77,220.405,230.0,5281689
230.51,"2015-05-04",234.73,227.11,228.25,4434596
232.95,"2015-05-05",239.5,229.13,237.76,5796873
230.43,"2015-05-06",234.47,228.2,234.29,5270933
236.8,"2015-05-07",237.48,220.25,221.0,9455909
236.61,"2015-05-08",238.4099,233.7,235.9,4668236
239.49,"2015-05-11",242.88,235.31,236.29,5672262
244.74,"2015-05-12",246.35,238.19,240.11,6363429
243.18,"2015-05-13",248.3,242.25,247.54,5440165
244.1,"2015-05-14",244.89,241.25,244.82,2895936
248.84,"2015-05-15",249.4,242.5,244.33,4527563
248.75,"2015-05-18",249.9,246.0,247.0,3353212
247.14,"2015-05-19",251.0,246.15,248.99,3674231
244.35,"2015-05-20",247.74,241.3721,247.13,3755569
245.62,"2015-05-21",246.62,242.3574,243.03,1970643
247.73,"2015-05-22",248.6,245.01,245.38,2223089
247.455,"2015-05-26",252.0,246.5,247.86,3498682
247.43,"2015-05-27",249.5,245.55,248.51,3408200
251.45,"2015-05-28",251.8,245.05,247.03,3647283
250.8,"2015-05-29",252.8677,249.43,251.0,3789283
249.45,"2015-06-01",251.6,247.47,251.41,2505057
248.35,"2015-06-02",249.4,246.3,248.92,2134809
248.99,"2015-06-03",250.72,247.01,248.2,1781505
245.92,"2015-06-04",249.3,245.71,247.94,2453615
249.14,"2015-06-05",249.7,245.68,246.0,3022026
256.29,"2015-06-08",258.75,250.31,250.85,5016997
256.0,"2015-06-09",257.74,254.14,255.96,2611146
250.7,"2015-06-10",254.0,248.5,251.9,3454453
251.41,"2015-06-11",254.37,250.43,253.26,2044058
250.69,"2015-06-12",253.46,250.21,250.21,1422335
250.38,"2015-06-15",251.28,246.01,249.7,2186175
253.12,"2015-06-16",253.44,249.095,250.13,1984678
260.41,"2015-06-17",264.36,252.02,252.17,5512920
261.89,"2015-06-18",263.46,260.02,262.0,2782703
262.51,"2015-06-19",263.8,260.1,262.24,2463013
259.79,"2015-06-22",264.4,255.69,262.01,4561079
267.67,"2015-06-23",268.0,258.57,260.32,3870818
265.17,"2015-06-24",267.35,263.72,267.41,2412293
268.79,"2015-06-25",271.41,265.25,266.45,2849204
267.09,"2015-06-26",269.11,266.0,268.89,3838434
262.02,"2015-06-29",265.95,260.7,261.88,3478909
268.26,"2015-06-30",270.92,264.0,264.8,3086935
269.15,"2015-07-01",272.62,267.8503,271.11,2101224
280.02,"2015-07-02",282.45,273.31,280.11,7163930
279.72,"2015-07-06",281.69,276.3,279.06,4121933
267.88,"2015-07-07",275.2,260.77,275.0,6105126
254.96,"2015-07-08",260.8,254.31,259.32,6221077
257.92,"2015-07-09",262.95,256.79,259.08,3334077
259.15,"2015-07-10",263.0,257.82,262.22,2610858
262.16,"2015-07-13",262.55,256.05,262.25,2960319
265.65,"2015-07-14",265.9899,260.51,262.1,1907641
263.14,"2015-07-15",267.49,262.08,266.74,2021621
266.68,"2015-07-16",267.2,263.16,264.22,1615961
274.66,"2015-07-17",275.54,268.25,272.5,5004099
282.26,"2015-07-20",286.65,272.54,275.0,4978454
266.77,"2015-07-21",273.5,266.55,270.05,6108686
267.87,"2015-07-22",269.44,260.86,261.27,3104960
267.2,"2015-07-23",269.9,265.27,269.65,2227239
265.41,"2015-07-24",271.09,263.92,267.38,2836498
253.01,"2015-07-27",264.4321,250.79,262.43,4694192
264.82,"2015-07-28",265.4,251.8373,255.75,3895808
263.82,"2015-07-29",267.89,262.0,264.27,2790095
266.79,"2015-07-30",266.94,262.11,262.69,2034560
266.15,"2015-07-31",269.3599,265.123,267.6,2222552
259.99,"2015-08-03",266.7099,257.07,266.29,2553474
266.28,"2015-08-04",266.72,258.34,260.01,2352530
270.13,"2015-08-05",271.0,260.4,263.58,6214319
246.13,"2015-08-06",255.0,236.12,249.54,14623754
242.51,"2015-08-07",243.73,238.39,243.58,5073390
241.14,"2015-08-10",242.97,236.05,238.15,4185860
237.37,"2015-08-11",239.3,234.44,237.15,4264939
238.17,"2015-08-12",239.77,232.74,235.0,3739157
242.51,"2015-08-13",246.48,239.12,239.86,4689182
243.15,"2015-08-14",247.93,241.77,247.24,4364810
254.99,"2015-08-17",256.59,250.51,255.56,7176690
260.72,"2015-08-18",260.95,253.5601,255.38,4195035
255.25,"2015-08-19",260.65,255.02,260.33,3604282
242.18,"2015-08-20",254.56,241.9,252.06,4905757
230.77,"2015-08-21",243.7999,230.51,236.0,6590234
218.87,"2015-08-24",231.4,195.0,202.79,9581585
220.03,"2015-08-25",230.9,219.12,230.52,4327294
224.84,"2015-08-26",228.0,215.51,227.93,4963042
242.99,"2015-08-27",244.75,230.81,231.0,7655959
248.48,"2015-08-28",251.45,241.57,241.86,5513673
249.06,"2015-08-31",254.95,245.51,245.62,4700232
238.63,"2015-09-01",246.0,236.97,240.34,5454765
247.69,"2015-09-02",247.88,239.78,245.3,4629174
245.57,"2015-09-03",252.08,245.0,252.06,4194772
241.93,"2015-09-04",244.09,238.2,240.89,3689153
248.17,"2015-09-08",249.16,244.05,245.05,3138231
248.91,"2015-09-09",254.25,248.303,252.05,3390788
248.48,"2015-09-10",250.7231,245.33,247.23,2709024
250.24,"2015-09-11",250.24,244.73,247.64,2350844
253.19,"2015-09-14",254.25,249.67,251.1,2890851
253.57,"2015-09-15",254.6,249.5,252.75,2933466
262.25,"2015-09-16",262.88,252.88,253.04,4417081
262.07,"2015-09-17",265.5,260.69,263.96,3585812
260.62,"2015-09-18",263.82,257.5,257.96,3763064
264.2,"2015-09-21",271.57,255.8,263.98,6120155
260.94,"2015-09-22",262.65,255.87,259.03,3664353
261.06,"2015-09-23",262.08,257.5838,261.95,2600778
263.12,"2015-09-24",263.45,256.21,259.53,3448191
256.91,"2015-09-25",266.91,256.15,266.61,3773392
248.43,"2015-09-28",259.79,246.61,257.35,4901057
246.65,"2015-09-29",254.73,245.46,250.46,3703154
248.4,"2015-09-30",252.4,242.34,252.0,4929582
239.88,"2015-10-01",248.5,237.13,247.51,4572964
247.57,"2015-10-02",247.7,234.93,235.6,4423982
246.15,"2015-10-05",249.84,244.13,248.84,3689865
241.46,"2015-10-06",243.03,235.58,240.0,5235897
231.96,"2015-10-07",237.7,229.12,236.63,6813959
226.72,"2015-10-08",230.72,221.31,230.08,6133216
220.69,"2015-10-09",224.37,218.36,220.93,6158370
215.58,"2015-10-12",223.0,215.27,222.99,3836303
219.25,"2015-10-13",222.522,211.13,213.28,5171535
216.88,"2015-10-14",220.95,215.43,220.67,3104446
221.31,"2015-10-15",221.73,213.7,216.43,2844233
227.01,"2015-10-16",230.4805,222.87,223.04,4334493
228.1,"2015-10-19",231.15,224.94,226.5,2507895
213.03,"2015-10-20",228.6,202.0,227.72,14900047
210.09,"2015-10-21",214.81,208.8,211.99,4183471
211.72,"2015-10-22",215.75,209.4,211.56,2825159
209.09,"2015-10-23",215.35,207.69,215.0,4235462
215.26,"2015-10-26",215.88,210.0,211.38,3391438
210.35,"2015-10-27",217.1,207.51,214.84,3519449
212.96,"2015-10-28",213.45,208.3,211.31,2728593
211.63,"2015-10-29",213.7481,210.64,211.75,1805032
206.93,"2015-10-30",211.63,203.89,210.4,4438901
213.79,"2015-11-02",215.8,207.22,208.92,3927944
208.35,"2015-11-03",214.44,207.75,213.85,8332486
231.63,"2015-11-04",232.74,225.2,227.0,12726366
231.77,"2015-11-05",234.5843,229.19,230.58,4496843
232.36,"2015-11-06",233.359,229.5,230.7,2445293
225.33,"2015-11-09",232.99,224.31,232.99,3850860
216.5,"2015-11-10",223.7,216.08,223.48,4617007
219.08,"2015-11-11",219.48,213.63,217.77,3347806
212.94,"2015-11-12",219.0,212.66,217.85,2915900
207.19,"2015-11-13",212.99,206.52,212.95,3430327
214.31,"2015-11-16",214.98,205.8,206.09,2925395
214.0,"2015-11-17",216.0,211.4,215.2,2148679
221.07,"2015-11-18",221.38,212.52,214.5,2811900
221.8,"2015-11-19",226.19,220.3,220.54,2504375
220.01,"2015-11-20",225.0,213.58,223.49,4400722
217.75,"2015-11-23",219.18,214.6798,217.35,2526199
218.25,"2015-11-24",221.0,215.0,215.37,2480293
229.64,"2015-11-25",230.825,220.375,221.34,3990779
231.61,"2015-11-27",232.25,227.01,231.06,1949353
230.26,"2015-11-30",234.28,229.08,231.79,2659813
237.19,"2015-12-01",238.0,231.05,231.06,3733955
231.99,"2015-12-02",238.6,231.23,237.0,2981468
232.71,"2015-12-03",237.45,230.0,235.48,2939564
230.38,"2015-12-04",233.27,227.66,232.46,2573603
231.13,"2015-12-07",235.63,226.15,227.7,3144223
226.72,"2015-12-08",228.8,224.2,227.52,2687636
224.52,"2015-12-09",227.5,220.72,226.7,3057753
227.07,"2015-12-10",228.49,223.64,224.71,2071692
217.02,"2015-12-11",225.75,216.64,225.24,3268726
218.58,"2015-12-14",220.92,214.87,217.51,2831518
221.09,"2015-12-15",222.22,218.0,221.82,2244424
234.51,"2015-12-16",234.88,220.73,222.1,5104341
233.39,"2015-12-17",237.76,229.8149,233.94,3298638
230.46,"2015-12-18",235.9,229.29,232.89,3014170
232.56,"2015-12-21",235.83,231.08,231.69,1953174
229.95,"2015-12-22",236.55,229.63,234.99,1961495
229.7,"2015-12-23",233.45,228.13,232.18,1554979
230.57,"2015-12-24",231.88,228.28,230.56,710277
228.95,"2015-12-28",231.98,225.54,231.49,1901304
237.19,"2015-12-29",237.72,229.547,230.06,2406290
238.09,"2015-12-30",243.634,235.6707,236.6,3697921
240.01,"2015-12-31",243.45,238.37,238.51,2715038
223.41,"2016-01-04",231.38,219.0,230.72,6827146
223.43,"2016-01-05",226.89,220.0,226.36,3186752
219.04,"2016-01-06",220.05,215.98,220.0,3779128
215.65,"2016-01-07",218.44,213.67,214.19,3554251
211.0,"2016-01-08",220.44,210.77,217.86,3628058
207.85,"2016-01-11",214.45,203.0,214.01,4091422
209.97,"2016-01-12",213.7395,205.31,211.6,3091917
200.31,"2016-01-13",212.65,200.0,212.01,4126416
206.18,"2016-01-14",210.0,193.38,202.21,6490741
204.99,"2016-01-15",205.07,197.25,198.97,5578640
204.72,"2016-01-19",210.47,200.78,208.71,4038676
198.7,"2016-01-20",201.28,191.25,199.4,5838608
199.97,"2016-01-21",203.23,195.02,201.55,3166159
202.55,"2016-01-22",205.5,199.03,204.8005,3124055
196.38,"2016-01-25",203.57,195.88,200.06,2698739
193.56,"2016-01-26",197.82,188.88,196.7,4964180
188.07,"2016-01-27",193.26,185.77,192.38,3617221
189.7,"2016-01-28",191.28,182.41,190.79,4592754
191.2,"2016-01-29",193.74,188.08,189.95,2852289
196.94,"2016-02-01",199.52,182.75,188.76,5297639
182.78,"2016-02-02",193.12,180.23,192.42,5773637
173.48,"2016-02-03",183.94,170.18,183.59,7931362
175.33,"2016-02-04",175.98,166.99,170.7,4385366
162.6,"2016-02-05",173.0,157.7442,171.3,9437591
147.99,"2016-02-08",157.15,146.0,157.105,9312988
148.25,"2016-02-09",159.79,141.05,142.32,8651648
143.67,"2016-02-10",154.97,141.74,150.5,10406513
150.47,"2016-02-11",163.26,147.0,152.0,14252364
151.04,"2016-02-12",157.01,143.7,155.0,7235783
155.17,"2016-02-16",162.95,154.11,158.7,5593794
168.68,"2016-02-17",169.34,156.68,159.0,5825159
