date,time,title,abstract
2013-01-07,7:29 PM,Hawaiian Air looks to buy Airbus jets for up to $2.8 billion,"NEW YORK Hawaiian Airlines said on Monday it plans to buy Airbus  A321neo planes in an order valued at up to $2.8 billion, a move that puts Airbus ahead of Boeing  as the airline's main supplier of jets that fly between Hawaii and the U.S. West Coast."
2013-01-07,5:10 PM,UPDATE 3-Boeing 787 fire at Boston airport renews safety concern,"BOSTON/NEW YORK, Jan 7 Fire broke out on an empty Boeing Co 787 Dreamliner jet parked at a gate in Boston on Monday, putting safety concerns about the new, carbon-composite jet back in the spotlight and drawing attention from federal investigators."
2013-01-07,6:35 PM,U.S. opens probe into Boeing plane fire in Boston,"WASHINGTON The U.S. National Transportation Safety Board has opened an investigation into the fire on a Boeing Co 787 Dreamliner aircraft at Boston's Logan International Airport on Monday, the agency said."
2013-01-07,4:40 PM,Boeing 787 fire at Boston airport renews safety concern,"BOSTON/NEW YORK Fire broke out on an empty Boeing Co 787 Dreamliner jet parked at a gate in Boston on Monday, putting safety concerns about the new, carbon-composite jet back in the spotlight and drawing attention from federal investigators. | Video"
2013-01-08,12:35 AM,UPDATE 4-Boeing 787 fire at Boston airport renews safety concern,"BOSTON/NEW YORK, Jan 7 Fire broke out on an empty Boeing Co 787 Dreamliner jet parked at a gate in Boston on Monday, putting safety concerns about the new, carbon-composite jet back in the spotlight and drawing attention from federal investigators."
2013-01-08,12:33 AM,Boeing 787 fire at Boston airport renews safety concern,"BOSTON/NEW YORK Fire broke out on an empty Boeing Co 787 Dreamliner jet parked at a gate in Boston on Monday, putting safety concerns about the new, carbon-composite jet back in the spotlight and drawing attention from federal investigators. | Video"
2013-01-08,7:56 AM,Boeing 787 fire at Boston airport renews safety concern,"BOSTON/NEW YORK Fire broke out on an empty Boeing Co 787 Dreamliner jet parked at a gate in Boston on Monday, putting safety concerns about the new, carbon-composite jet back in the spotlight and drawing attention from federal investigators."
2013-01-08,8:06 AM,Hawaiian Air looks to buy Airbus jets for up to $2.8 bln,"NEW YORK Hawaiian Airlines said on Monday it plans to buy Airbus A321neo planes in an order valued at up to $2.8 billion, a move that puts Airbus ahead of Boeing  as the airline's main supplier of jets that fly between Hawaii and the U.S. West Coast."
2013-01-08,6:10 PM,Boeing 787 at Boston airport returns to gate with fuel leak,"NEW YORK, Jan 8 A fuel leak forced a Boeing Co  787 Dreamliner operated by Japan Airlines to return to the gate at Boston's Logan International Airport Tuesday, canceling its scheduled takeoff,  in the second incident in as many days with the new jet, a fire official said."
2013-01-08,7:01 PM,Boeing 787 at Boston airport returns to gate with fuel leak,"NEW YORK A fuel leak forced a Boeing Co 787 Dreamliner operated by Japan Airlines to cancel its takeoff and return to the gate at Boston's Logan International Airport Tuesday, a fire official said, the second incident in two days with the new jet."
2013-01-08,6:30 PM,UPDATE 3-Boeing 787 with fuel leak returns to gate in Boston,"NEW YORK, Jan 8 A fuel leak forced a Boeing Co  787 Dreamliner operated by Japan Airlines to cancel takeoff and return to the gate at Boston's Logan International Airport Tuesday, a fire official said. It was the second incident in two days involving the new jet."
2013-01-08,11:46 PM,WRAPUP-Two Boeing 787 incidents raise concerns about jet,"By Alwyn Scott     NEW YORK, Jan 8 Boeing Co's new 787 Dreamliner suffered its second mishap in two days at the same airport with the same airline, extending a series of problems that have dogged the jet for more than a month and notched up concern about the plane.     A fuel leak on Tuesday forced a 787 operated by Japan Airlines to cancel takeoff at Boston's Logan International Airport. On Monday, an electrical fire erupted in a different 787 also operated by Japan Airlines at the"
2013-01-08,6:10 PM,Two Boeing 787 incidents raise concerns about jet,"NEW YORK Boeing Co's new 787 Dreamliner suffered its second mishap in two days at the same airport with the same airline, extending a series of problems that have dogged the jet for more than a month and notched up concern about the plane. | Video"
2013-01-09,1:46 PM,Qatar Airways chief dismisses Dreamliner concerns,"DOHA Qatar Airways' chief executive played down safety concerns over Boeing's new 787 Dreamliner aircraft on Wednesday, dismissing a series of recent incidents involving the plane as ""teething problems"" and saying he had no plans to cancel orders."
2013-01-09,2:02 PM,WRAPUP 3-Boeing Dreamliner incidents raise safety concerns,"By Alwyn Scott and James Topham     NEW YORK/TOKYO, Jan 9 Boeing Co's 787 Dreamliner jet suffered a third mishap in as many days on Wednesday, heightening safety concerns after a string of setbacks for the new aircraft.     Japan's All Nippon Airways said it was forced to cancel a 787 Dreamliner flight scheduled to from fly from Yamaguchi prefecture in western Japan to Tokyo due to brake problems.      That followed a fuel leak on Tuesday that forced a 787 operated by Japan Airlines"
2013-01-09,10:31 AM,Boeing Dreamliner incidents raise safety concerns,"NEW YORK/TOKYO Boeing Co's 787 Dreamliner jet suffered a third mishap in as many days on Wednesday, heightening safety concerns after a string of setbacks for the new aircraft."
2013-01-09,5:40 PM,Boeing says it is confident in 787 after incidents,"Jan 9 Boeing Co has ""extreme confidence"" in the 787 Dreamliner passenger jet, despite a series of mechanical incidents in recent days and weeks, the plane's chief project engineer said on Wednesday."
2013-01-09,5:44 PM,Boeing says it is confident in 787 after incidents,"Boeing Co has ""extreme confidence"" in the 787 Dreamliner passenger jet, despite a series of mechanical incidents in recent days and weeks, the plane's chief project engineer said on Wednesday."
2013-01-09,2:05 PM,Boeing Dreamliner incidents raise safety concerns,"NEW YORK/TOKYO Boeing Co's 787 Dreamliner jet suffered a third mishap in as many days on Wednesday, heightening safety concerns after a string of setbacks for the new aircraft. | Video"
2013-01-09,9:20 PM,"Boeing top engineer defends 787, confident plane is safe to fly","Jan 9 Boeing Co rolled out the Dreamliner's chief engineer to try to quell concerns about the new jet following three mishaps in as many days, including an electrical fire that caused severe damage to a plane."
2013-01-09,11:36 PM,UPDATE 1-Boeing top engineer says he's confident 787 is safe,"Jan 9 Boeing Co rolled out the Dreamliner's chief engineer to try to quell concerns about the new jet following three mishaps in as many days, including an electrical fire that caused severe damage to a plane."
2013-01-09,7:27 PM,Boeing top engineer says he's confident 787 is safe,"Boeing Co rolled out the Dreamliner's chief engineer to try to quell concerns about the new jet following three mishaps in as many days, including an electrical fire that caused severe damage to a plane."
2013-01-09,7:25 PM,Boeing Dreamliner incidents raise safety concerns,"NEW YORK/TOKYO Boeing Co's 787 Dreamliner jet suffered a third mishap in as many days on Wednesday, heightening safety concerns after a string of setbacks for the new aircraft. | Video"
2013-01-10,12:19 AM,Boeing Dreamliner incidents raise safety concerns,"NEW YORK/TOKYO Boeing Co's 787 Dreamliner jet suffered a third mishap in as many days on Wednesday, heightening safety concerns after a string of setbacks for the new aircraft. | Video"
2013-01-10,12:21 AM,Boeing top engineer says he's confident 787 is safe,"Boeing Co rolled out the Dreamliner's chief engineer to try to quell concerns about the new jet following three mishaps in as many days, including an electrical fire that caused severe damage to a plane. | Video"
2013-01-10,10:31 AM,Boeing top engineer says he's confident 787 is safe,"Boeing Co rolled out the Dreamliner's chief engineer to try to quell concerns about the new jet following three mishaps in as many days, including an electrical fire that caused severe damage to a plane."
2013-01-10,10:31 AM,Boeing problems put spotlight on battery technology,"DETROIT/NEW YORK An electrical fire on Boeing's new 787 Dreamliner is drawing renewed scrutiny for lithium-ion batteries, an increasingly important component in planes and hybrid cars."
2013-01-10,3:45 PM,Boeing Dreamliner fuel leak traced to faulty valve,"TOKYO, Jan 10 A faulty valve caused a fuel leak on a Boeing 787 Dreamliner at Boston airport earlier this week, operator Japan Airlines Co. Ltd said on Thursday."
2013-01-10,3:51 PM,Boeing Dreamliner fuel leak traced to faulty valve,"TOKYO A faulty valve caused a fuel leak on a Boeing 787 Dreamliner at Boston airport earlier this week, operator Japan Airlines Co. Ltd said on Thursday."
2013-01-10,10:15 PM,Boeing to cut 40 pct jobs at El Paso plant,"Jan 10 Boeing Co said it will cut a little more than 40 percent of jobs, or 160 positions, at its El Paso plant as it looks to reduce the impact of planned U.S. defense budget cuts."
2013-01-10,10:28 PM,Boeing to cut 40 percent jobs at El Paso plant,"Boeing Co  said it will cut a little more than 40 percent of jobs, or 160 positions, at its El Paso plant as it looks to reduce the impact of planned U.S. defense budget cuts."
2013-01-11,5:05 PM,TEXT - S&P comments on Boeing,"Jan 11 - Standard & Poor's Ratings Services said today that its ratings and outlook on Boeing Co. (A/Stable/A-1) are not affected by the Federal Aviation Administration's (FAA) announcement that it would begin a comprehensive review of the design, manufacture, and assembly of the new 787. The FAA has not grounded the 787 fleet and said it believes the aircraft is safe. Boeing started delivering the 787 to airlines in late 2011 and has delivered 50 so far. In recent months, there have been a numb"
2013-01-11,9:26 AM,U.S. to review Boeing 787 safety issues,"WASHINGTON/NEW YORK The United States ordered a wide review of Boeing's latest passenger jet, the 787 Dreamliner, citing ""concern"" over a spate of technical problems in recent weeks."
2013-01-11,6:30 PM,NEWSMAKER-Low-profile Boeing exec faces spotlight over 787 woes,"Jan 11 An airplane mechanic by training with an aversion to anything even resembling the spotlight, Boeing's  Ray Conner now finds himself front and center of a growing crisis over the safety of the company's flagship 787 passenger jet."
2013-01-11,7:30 PM,NEWSMAKER-UPDATE 1-Low-profile Boeing exec in spotlight over 787,"Jan 11 An airplane mechanic by training with an aversion to anything even resembling the spotlight, Boeing's  Ray Conner now finds himself front and center of a growing crisis over the safety of the company's flagship 787 passenger jet."
2013-01-11,6:32 PM,Low-profile Boeing executive in spotlight over 787,"An airplane mechanic by training with an aversion to anything even resembling the spotlight, Boeing's Ray Conner now finds himself front and center of a growing crisis over the safety of the company's flagship 787 passenger jet."
2013-01-11,8:00 PM,Boeing makes revised contract offer to engineering union,"NEW YORK, Jan 11 Boeing Co said on Friday it made a revised offer to the union representing its 23,000 engineering employees, a move that comes the day federal regulators launched a review of the design and manufacturer of Boeing's 787 Dreamliner after a string of mechanical and electrical problems."
2013-01-11,8:40 AM,WRAPUP 5-U.S. launches safety review of 787 after recent issues,"WASHINGTON/NEW YORK, Jan 11 The U.S. government ordered a wide-ranging review of Boeing's latest passenger jet, the 787 Dreamliner, citing concern over a fire and other recent problems but insisting the plane was still safe to fly."
2013-01-11,10:36 AM,U.S. launches safety review of 787 after recent issues,"WASHINGTON/NEW YORK The U.S. government ordered a wide-ranging review of Boeing's latest passenger jet, the 787 Dreamliner, citing concern over a fire and other recent problems but insisting the plane was still safe to fly. | Video"
2013-01-11,11:35 PM,UPDATE 1-Boeing boosts contract offer for engineering union,"* Offer increases pay raises, leaves other items unchanged"
2013-01-11,11:37 PM,Boeing boosts contract offer for engineering union,"NEW YORK Boeing Co  made a revised offer to the union representing its 23,000 engineering employees on Friday."
2013-01-12,6:05 AM,CORRECTED-UPDATE 1-Boeing boosts contract offer for engineering union,"* Offer increases pay raises, leaves other items unchanged"
2013-01-12,6:12 AM,Boeing boosts contract offer for engineering union,"NEW YORK Boeing Co  made a revised offer to the union representing its 23,000 engineering employees on Friday."
2013-01-12,2:28 AM,U.S. launches safety review of 787 after recent issues,"WASHINGTON/NEW YORK The U.S. government ordered a wide-ranging review of Boeing's latest passenger jet, the 787 Dreamliner, citing concern over a fire and other recent problems but insisting the plane was still safe to fly. | Video"
2013-01-13,7:59 AM,Qatar Airways confirms Cargolux stake sale,"DOHA Qatar Airways has sold its entire 35 percent stake in freight-only airline Cargolux , the chief executive of Qatar Airways confirmed on Sunday."
2013-01-13,3:20 PM,UPDATE 3-JAL's grounded Boeing Dreamliner leaks fuel in tests,"TOKYO/SEATTLE, Jan 13 Japan Airlines Co (JAL)  said on Sunday that a Boeing Co 787 Dreamliner jet undergoing checks in Tokyo following a fuel leak at Boston airport last week had leaked fuel during tests earlier in the day."
2013-01-13,1:19 PM,JAL's grounded Boeing Dreamliner leaks fuel in tests,TOKYO/SEATTLE Japan Airlines Co (JAL) said on Sunday that a Boeing Co 787 Dreamliner jet undergoing checks in Tokyo following a fuel leak at Boston airport last week had leaked fuel during tests earlier in the day.
2013-01-14,10:02 AM,U.S. launches safety review of 787 after recent issues,"WASHINGTON/NEW YORK The U.S. government ordered a wide-ranging review of Boeing's latest passenger jet, the 787 Dreamliner, citing concern over a fire and other recent problems but insisting the plane was still safe to fly."
2013-01-14,9:51 AM,JAL's grounded Boeing Dreamliner leaks fuel in tests,TOKYO/SEATTLE Japan Airlines Co  said on Sunday that a Boeing Co 787 Dreamliner jet undergoing checks in Tokyo following a fuel leak at Boston airport last week had leaked fuel during tests earlier in the day.
2013-01-14,11:32 AM,Japan to probe JAL Dreamliner fuel leaks,"TOKYO Japan's transport ministry has launched an investigation into what caused two fuel leaks on a Boeing Co 787 Dreamliner jet owned by Japan Airlines Co, just days after U.S. authorities began a wide-ranging review of the aircraft in the wake of a series of incidents, including a battery fire."
2013-01-14,11:16 AM,UPDATE 2-Japan to probe fuel leaks on Boeing Dreamliner,"TOKYO, Jan 14 Japan's transport ministry has launched an investigation into what caused two fuel leaks on a Boeing Co 787 Dreamliner jet operated by Japan Airlines Co, just days after U.S. authorities began a wide-ranging review of the aircraft following a series of incidents, including a battery fire."
2013-01-14,9:41 PM,US safety investigators studying battery from Boeing plane fire,"WASHINGTON, Jan 14 The U.S. Transportation Safety Board said on Monday it was analyzing the lithium-ion battery and burned wire bundles as part of its investigation into the Jan. 7 fire aboard a Japan Airlines Boeing 787 at Boston's Logan Airport."
2013-01-14,10:12 AM,Japan to probe fuel leaks on Boeing Dreamliner,"TOKYO Japan's transport ministry has launched an investigation into what caused two fuel leaks on a Boeing Co 787 Dreamliner jet operated by Japan Airlines Co, just days after U.S. authorities began a wide-ranging review of the aircraft following a series of incidents, including a battery fire."
2013-01-14,10:26 PM,American Airlines amends aircraft purchase agreements,"Jan 14 U.S. carrier American Airlines on Monday said it amended agreements with Boeing and Airbus regarding the purchases of hundreds of planes, including a landmark 2011 aircraft order."
2013-01-14,10:28 PM,American Airlines amends aircraft purchase agreements,"U.S. carrier American Airlines on Monday said it amended agreements with Boeing and Airbus regarding the purchases of hundreds of planes, including a landmark 2011 aircraft order."
2013-01-14,10:06 PM,UPDATE 2-US investigators studying battery from Boeing 787 fire,"WASHINGTON, Jan 14 The U.S. transportation safety agency said on Monday it was analyzing the lithium-ion battery and burned wire bundles as part of its investigation of a fire aboard a Japan Airlines' Boeing 787 at Boston's Logan Airport last week."
2013-01-14,10:14 PM,U.S. investigators studying battery from Boeing 787 fire,WASHINGTON The U.S. transportation safety agency said on Monday it was analyzing the lithium-ion battery and burned wire bundles as part of its investigation of a fire aboard a Japan Airlines' Boeing 787 at Boston's Logan Airport last week.
2013-01-15,12:36 AM,"American Airlines firms up orders for 787, 737 MAX","American Airlines on Monday confirmed orders with Boeing  and Airbus  for hundreds of new planes, including 42 Boeing 787 Dreamliners valued at $8.7 billion at list prices."
2013-01-15,1:25 AM,"Boeing, engineers set to resume contract talks Wednesday","SEATTLE, Jan 14 Negotiators representing 23,000 Boeing Co engineers are due to restart contract talks on Wednesday after digesting the full terms of the company's latest offer, delivered by email on Monday afternoon."
2013-01-15,1:24 AM,"Boeing, engineers set to resume contract talks Wednesday","SEATTLE Negotiators representing 23,000 Boeing Co  engineers are due to restart contract talks on Wednesday after digesting the full terms of the company's latest offer, delivered by email on Monday afternoon."
2013-01-15,6:30 AM,Fuji Heavy: no notice from Boeing on 787 production changes,"TOKYO, Jan 15 Fuji Heavy Industries Ltd , a supplier for Boeing Co's 787 Dreamliner, said on Tuesday it has not been informed of any production changes for the aircraft following the passenger jet's recent troubles."
2013-01-15,8:21 AM,Norwegian Air: Dreamliner mishaps normal for new aircraft,"OSLO, Jan 15 Norwegian Air Shuttle, which is set to receive its first Boeing 787 Dreamliner in just a few months, considers the recent mishaps with the aircraft type normal and has not lost its confidence, its CEO said on Tuesday."
2013-01-15,8:41 AM,Co-op says Christmas food sales grow 2.2 pct,"LONDON, Jan 15 British food retailer The Co-operative Group said underlying sales grew 2.2 percent at its food stores over the three week Christmas period, buoyed by sales of Champagne, seasonal produce and desserts."
2013-01-15,10:36 AM,US investigators studying battery from Boeing 787 fire,WASHINGTON The U.S. transportation safety agency said on Monday it was analyzing the lithium-ion battery and burned wire bundles as part of its investigation of a fire aboard a Japan Airlines' Boeing 787 at Boston's Logan Airport last week.
2013-01-15,10:36 AM,"American Airlines firms up orders for 787, 737 MAX","American Airlines on Monday confirmed orders with Boeing and Airbus for hundreds of new planes, including 42 Boeing 787 Dreamliners valued at $8.7 billion at list prices."
2013-01-15,1:25 PM,Qatar Airways denies talks to buy SpiceJet stake,"NEW DELHI/DOHA Qatar Airways is not interested in buying a stake in Indian budget carrier SpiceJet Ltd  or any other Indian airline, its chief executive said, quashing media reports that the Gulf carrier was in talks for a potential investment."
2013-01-15,8:55 AM,UPDATE 3-China's BOC Aviation joins late Airbus order scramble,"HONG KONG/PARIS, Jan 15 BOC Aviation, the aircraft leasing arm of Bank of China Ltd, has placed its largest ever order to buy 50 A320 family jets from Airbus at a list price of $5 billion."
2013-01-16,10:46 PM,"ANALYIS-Boeing 787 output, review threatened if engineers strike","NEW YORK, Jan 16 An escalating series of mishaps on Boeing's new 787 Dreamliner has dealt engineers pushing for a new contract a strong card to play at the negotiating table."
2013-01-16,11:11 PM,Boeing engineers make contract offer to focus on 787,"SEATTLE, Jan 16 The union representing 23,000 engineers and technical workers at Boeing Co on Wednesday made a contract offer that it said could avert a strike and allow the aerospace company to focus on addressing safety concerns customers have with the new 787 Dreamliner."
2013-01-16,11:19 PM,Boeing engineers make contract offer to focus on 787,"SEATTLE The union representing 23,000 engineers and technical workers at Boeing Co on Wednesday made a contract offer that it said could avert a strike and allow the aerospace company to focus on addressing safety concerns customers have with the new 787 Dreamliner."
2013-01-16,10:49 PM,"Analysis: Boeing 787 output, review threatened if engineers strike",NEW YORK An escalating series of mishaps on Boeing's new 787 Dreamliner has dealt engineers pushing for a new contract a strong card to play at the negotiating table. | Video
2013-01-16,11:31 PM,U.S. FAA temporarily grounds Boeing 787s for potential fire risk,"WASHINGTON, Jan 16 The U.S. Federal Aviation Administration on Wednesday said it would temporarily ground Boeing Co's 787s after a second incident involving battery failures caused one of the Dreamliner passenger jets to make an emergency landing in Japan."
2013-01-16,11:35 PM,FAA temporarily grounds Boeing 787s for potential fire risk,WASHINGTON The U.S. Federal Aviation Administration on Wednesday said it would temporarily ground Boeing Co's  787s after a second incident involving battery failures caused one of the Dreamliner passenger jets to make an emergency landing in Japan.
2013-01-16,4:26 PM,Japanese airlines ground 787s after latest emergency,"TOKYO Japan's two leading airlines grounded their fleets of Boeing  787s on Wednesday after one of the Dreamliner passenger jets made an emergency landing, the latest in a series of incidents to heighten safety concerns over a plane many see as the future of commercial aviation."
2013-01-16,11:44 PM,Instant View: FAA temporarily grounds Boeing 787s for potential fire risk,"Regulators grounded Boeing Co's 787 Dreamliner passenger jet on Wednesday, saying a recent series of safety incidents meant urgent action was needed."
2013-01-16,10:26 AM,UPDATE 2-U.S. FAA grounds Boeing 787 over battery concerns,"WASHINGTON, Jan 16 The U.S. Federal Aviation Administration said on Wednesday it would temporarily ground Boeing Co's 787s after a second incident involving battery failures caused one of the Dreamliner passenger jets to make an emergency landing in Japan."
2013-01-16,11:41 PM,FAA grounds Boeing 787 over battery concerns,WASHINGTON The Federal Aviation Administration said on Wednesday it would temporarily ground Boeing Co's 787s after a second incident involving battery failures caused one of the Dreamliner passenger jets to make an emergency landing in Japan.
2013-01-17,7:25 AM,WRAPUP 5-Most Boeing Dreamliners grounded for battery checks,* Poland's LOT first to say to seek compensation from Boeing
2013-01-17,3:25 PM,TEXT - S&P says Boeing ratings unaffected after FAA grounds 787,Jan 17 - Standard & Poor's Ratings Services said its ratings and outlook on Boeing Co. (A/Stable/A-1) are not affected after the U.S. Federal Aviation Administration (FAA) and aviation authorities in other countries grounded Boeing's new 787. The FAA issued an emergency airworthiness directive temporarily forbidding flights of the 787 by U.S. airlines (United Continental is the only so far to take deliveries) until concerns about the fire risk if the plane's lithium ion batteries overheat is add
2013-01-17,7:36 AM,Most Boeing Dreamliners grounded for battery checks,"TOKYO/SEATTLE Airlines scrambled on Thursday to rearrange flights as Europe, Japan, Qatar and India joined the United States in grounding Boeing Co's 787 Dreamliner passenger jets while battery-related problems are investigated."
2013-01-17,5:00 PM,TEXT - Fitch affirms Boeing's 'A/F1' ratings,"Jan 17 -  Fitch Ratings has affirmed the 'A' long-term and 'F1' short-term Issuer Default Ratings (IDRs) for The Boeing Company (BA) and Boeing Capital Corporation (BCC).  A full list of ratings is included at the end  of this release.  The Rating Outlook is Stable. The ratings cover approximately  $10.5 billion of debt ($7.9 billion at BA and $2.6 billion at BCC).  The Stable Outlook reflects BA's substantial liquidity, debt reduction,  financial flexibility, and non-787 commercial backlog, all"
2013-01-17,10:00 AM,CORRECTED-UPDATE 2-Boeing overtakes Airbus in annual sales race,"(Corrects Boeing's 2012 net orders to 1,203 from 921 in paragraph 15)"
2013-01-17,7:01 PM,WRAPUP 6-Boeing Dreamliners grounded worldwide on battery checks,"* Most regulators follow FAA in grounding 787s     * Poland's LOT first to seek compensation from Boeing     * JAL cancels Tokyo-San Diego flights for a week     * Boeing shares up about 0.6 pct       By James Topham and Alwyn Scott     TOKYO/SEATTLE, Jan 17 Airlines scrambled on Thursday to rearrange flights as regulators around the world joined the United States in grounding Boeing Co's 787 Dreamliner passenger jets while battery-related problems are investigated.     Poland's stat"
2013-01-17,12:03 AM,Boeing Dreamliners grounded worldwide on battery checks,TOKYO/SEATTLE Airlines scrambled on Thursday to rearrange flights as regulators around the world joined the United States in grounding Boeing Co's 787 Dreamliner passenger jets while battery-related problems are investigated. | Video
2013-01-17,10:02 PM,US government loans for Boeing Dreamliner not at risk -Ex-Im Bank,"WASHINGTON, Jan 17 The U.S. Export-Import Bank said on Thursday that it does not expect to incur any losses on approximately $3 billion in financing that it has authorized to help foreign companies buy Boeing's 787 Dreamliner passenger jet, which has been grounded because of battery-related problems."
2013-01-17,10:37 PM,UPDATE 1-US government loans for Boeing Dreamliner not at risk -Ex-Im Bank,* Bank authorized $3 billion for Dreamliner financing to five airlines
2013-01-17,11:02 PM,Australia's Qantas says cancels one Boeing Dreamliner order,"SYDNEY, Jan 18 Australia's Qantas Airways  said on Friday it had canceled an order for one of 15 Boeing 787-8 Dreamliner aircraft earmarked for its budget arm Jetstar."
2013-01-18,4:01 PM,"UPDATE 3-Boeing, Sikorsky team up for new US military helicopter",* Army project to lay groundwork for bigger Pentagon program
2013-01-18,7:40 PM,UPDATE 1-US safety official says unclear when 787 will fly again,"WASHINGTON, Jan 18 U.S. Transportation Secretary Ray LaHood said on Friday that the Boeing Co 787 Dreamliner jets will not fly again until authorities are ""1,000 percent sure"" they are safe."
2013-01-18,6:34 PM,U.S. safety official says unclear when 787 will fly again,"WASHINGTON Transportation Secretary Ray LaHood said on Friday that the Boeing Co  787 Dreamliner jets will not fly again until authorities are ""1,000 percent sure"" they are safe."
2013-01-18,7:26 PM,US safety official says unclear when 787 will fly again,"WASHINGTON U.S. Transportation Secretary Ray LaHood said on Friday that the Boeing Co 787 Dreamliner jets will not fly again until authorities are ""1,000 percent sure"" they are safe."
2013-01-18,3:27 PM,GE CFO sees no 'material impact' to results from Dreamliner woes,"The troubles with Boeing Co's Dreamliner aircraft could affect shipments of General Electric Co's GEnx engine, but any changes likely would not be material to results for the largest U.S. conglomerate, a top GE executive said on Friday."
2013-01-18,3:48 AM,"CORRECTED-UPDATE 4-Boeing probe focuses on battery, more checks due","(Removes incorrect reference to Chevy Volt in 24th paragraph. The error first appeared in update 2)     * U.S. team includes FAA, NTSB and Boeing experts     * Japanese battery maker also helping in investigation     * Damaged battery to be sent to Tokyo for further checks     * ANA cancels more than 60 flights     * U.S. official: No timetable to return to flight      By Antoni Slodkowski     TAKAMATSU, Japan, Jan 18 U.S. and Japanese aviation safety officials wrapped up their initi"
2013-01-18,11:06 PM,Boeing halts deliveries of 787s until battery concerns resolved,"WASHINGTON, Jan 18 Boeing Co on Friday said it would halt deliveries of its 787 Dreamliner jet until the Federal Aviation Administration approved a plan for addressing safety concerns about lithium-ion batteries that caused the agency to ground the new airplane earlier this week."
2013-01-18,11:41 PM,Boeing halts deliveries of 787 Dreamliners; production continues,"SEATTLE, Jan 18 Boeing Co said on Friday it was halting deliveries of its 787 Dreamliner while it awaits guidance from the Federal Aviation Administration on how to comply with concerns about batteries on the jet that forced airlines to stop flying the planes this week."
2013-01-18,10:10 PM,"UPDATE 6-Boeing probe focuses on battery, 787 deliveries halted","* U.S. team includes FAA, NTSB and Boeing experts     * Japanese battery maker also helping in investigation     * Damaged battery to be sent to Tokyo for further checks     * ANA cancels more than 60 flights     * U.S. official: No timetable to return to flight       By Antoni Slodkowski     SEATTLE/TAKAMATSU, Japan, Jan 18 U.S. and Japanese aviation safety officials finished an initial investigation of a badly damaged battery from a Boeing Co  787 Dreamliner jet on Friday as Boeing"
