date,time,title,abstract
2014-04-17,12:01 PM,DIARY-U.S. MEETINGS/WEEK AHEAD,"THOMSON REUTERS, Apr 17,2014 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        S&P 500 Earnings - Monthly           Meetings - Day Ahead                Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Rese"
2014-04-21,2:56 AM,India Morning Call-Global Markets,"NEW YORK - U.S. stocks ended a holiday-shortened week with mostly modest gains on Thursday, though the S&P 500 notched its biggest weekly advance since July as Morgan Stanley and General Electric rallied after strong results."
2014-04-23,10:01 PM,GE in talks to buy France's Alstom: Bloomberg,"General Electric Co  is in talks to buy French turbine and train maker Alstom SA  for about $13 billion, Bloomberg reported, citing people with knowledge of the matter."
2014-04-23,10:11 PM,UPDATE 1-GE in talks to buy France's Alstom - Bloomberg,"April 23 General Electric Co is in talks to buy French turbine and train maker Alstom SA for about $13 billion, Bloomberg reported, citing people with knowledge of the matter."
2014-04-23,9:36 PM,GE in talks to buy France's Alstom - Bloomberg,"April 23 General Electric Co is in talks to buy French turbine and train maker Alstom SA for about $13 billion, Bloomberg reported, citing people with knowledge of the matter."
2014-04-23,7:07 PM,GE names new lead independent director,"April 23 General Electric Co named John Brennan as its lead independent director, succeeding Ralph Larsen, who retires on Wednesday."
2014-04-23,8:06 AM,"UPDATE 2-Safran hit by defence equipment delays, U.S. weather","* French group still interested in Avio Spazio   (Adds analyst, Boeing earnings, GE comparison)"
2014-04-24,5:55 AM,Alstom shares jump on report of $13 billion GE bid,PARIS Shares of Alstom  jumped 10.9 percent on Thursday after a report that U.S. conglomerate General Electric  was in talks to buy the struggling French turbine and train maker for about $13 billion.
2014-04-24,9:06 PM,UPDATE 5-Alstom shares jump on report of $13 bln GE bid,* GE may only want to own power assets -person familiar with the industry   (Adds context)
2014-04-24,7:16 AM,CORRECTED-UPDATE 4-Alstom shares jump on report of $13 bln GE bid,"(Corrects paragraph 6 reference to ""rail arm"" from ""power arm"")"
2014-04-24,11:30 AM,Alstom shares jump on report of GE takeover interest,PARIS Shares in Alstom jumped over 17 percent on Thursday after Bloomberg reported that General Electric  was in talks to buy the French turbine and train maker for about $13 billion.
2014-04-24,7:35 AM,"Alstom shareholder Bouygues says backs strategy, no GE comment","PARIS, April 24 Alstom shareholder Bouygues said it supported the company's strategy but did not have control over it, after Bloomberg reported General Electric was in talks to buy Alstom for around $13 billion."
2014-04-25,12:29 PM,GE in talks to buy Alstom's power arm: sources,"PARIS U.S. industrial conglomerate General Electric Co  is in advanced talks to buy the global power division of struggling French engineering group Alstom SA  for about $13 billion, sources familiar with the matter said on Friday."
2014-04-25,8:31 AM,UPDATE 4-GE in talks to buy Alstom's power arm -sources,"* French government says it's working on ""other solutions""   (Adds meeting details, context on regulatory history)"
2014-04-25,10:21 AM,Deals of the day- Mergers and acquisitions,"(Adds Essar Energy, PSA Peugeot Citroen, Mercator, Mauser, Mylan, Deoleo)"
2014-04-25,7:11 PM,Alstom board could decide on GE offer Sunday: report,"PARIS The board of French engineering group Alstom  will meet on Sunday to discuss a possible sale of its global power division to U.S. industrial products giant General Electric , French daily Le Figaro said on its website."
2014-04-25,7:07 PM,Alstom board could decide on GE offer Sunday -report,"PARIS, April 25 The board of French engineering group Alstom will meet on Sunday to discuss a possible sale of its global power division to U.S. industrial products giant General Electric, French daily Le Figaro said on its website."
2014-04-25,7:01 PM,UPDATE 1-GE's energy financing profits could double by 2020,"NEW YORK, April 25 General Electric Co  expects annual profit from energy investments to double to nearly $800 million by 2020, highlighting the conglomerate's desire to remain a financing powerhouse for industry even as it slims its credit card portfolio."
2014-04-25,6:36 PM,GE in talks to buy Alstom's power arm: sources,"PARIS U.S. industrial products giant General Electric  is in talks to buy the global power division of struggling French engineering group Alstom  for more than $10 billion, sources familiar with the matter said on Friday."
2014-04-25,3:08 PM,GE's energy financing profits could double by 2020,"NEW YORK General Electric Co  expects annual profit from energy investments to double to nearly $800 million by 2020, highlighting the conglomerate's desire to remain a financing powerhouse for industry even as it slims its credit card portfolio."
2014-04-25,3:05 PM,GE's energy financing profits could double by 2020,"NEW YORK, April 25 General Electric Co  expects annual profit from energy investments to double to nearly $800 million by 2020, highlighting the conglomerate's desire to remain a financing powerhouse for industry even as it slims its credit card portfolio."
2014-04-25,8:32 AM,Alstom CEO says in talks over industrial deal: union sources,"PARIS Alstom  CEO Patrick Kron told unions on Friday the group was in talks over an industrial deal but had not received any takeover offer from General Electric , union sources told Reuters."
2014-04-26,2:21 PM,GE boss to meet French minister as Alstom deal progresses,"PARIS General Electric  boss Jeff Immelt is due in Paris on Sunday and is expected to meet France's economy minister as he closes in on a deal to buy the global power arm of struggling French engineer Alstom, sources close to the matter said."
2014-04-26,6:22 PM,UPDATE 1-GE boss to meet French minister as Alstom deal progresses,* Montebourg expected to meet GE's CEO on Sunday - sources
2014-04-26,2:02 PM,GE boss to meet French minister as Alstom deal progresses,* Montebourg expected to meet with GE CEO on Sunday - sources
2014-04-27,9:30 AM,"French president, GE boss to meet over Alstom future","PARIS President Francois Hollande and his Economy Minister Arnaud Montebourg are set to meet with General Electric Chief Executive Jeff Immelt on Monday to discuss the future of French engineering group Alstom, a presidential official said."
2014-04-27,10:57 PM,"French president, GE boss to meet over Alstom future","PARIS, April 28 President Francois Hollande and his Economy Minister Arnaud Montebourg are set to meet with General Electric Chief Executive Jeff Immelt on Monday to discuss the future of French engineering group Alstom, a presidential official said."
2014-04-27,8:59 PM,Hollande to meet GE chief on Monday to discuss Alstom,"PARIS President Francois Hollande and his Economy Minister Arnaud Montebourg will meet General Electric chief executive Jeff Immelt on Monday to discuss the future of French engineering group Alstom, a presidential official told Reuters."
2014-04-27,8:57 PM,CORRECTED-Hollande to meet GE chief on Monday to discuss Alstom,(Corrects spelling of GE chief's name to Immelt from Immet)
2014-04-27,3:46 PM,UPDATE 4-Siemens and France weigh in as GE eyes Alstom deal,* French minister confirms GE wants to buy Alstom power arm
2014-04-27,6:08 PM,French president gathers ministers to discuss Alstom's case,"PARIS French President Francois Hollande gathered ministers on Sunday evening to discuss the case of struggling engineering firm Alstom, with jobs, location of activities and energetic independence in mind, his office said in a statement."
2014-04-27,5:56 PM,French president gathers ministers to discuss Alstom's case,"PARIS, April 27 French President Francois Hollande gathered ministers on Sunday evening to discuss the case of struggling engineering firm Alstom, with jobs, location of activities and energetic independence in mind, his office said in a statement."
2014-04-27,11:47 AM,French government says it will block any hasty Alstom deal,PARIS France's Economy Minister Arnaud Montebourg confirmed for the first time on Sunday that both General Electric  and Siemens  were interested in engineering group Alstom  and said he would not allow any hasty decisions.
2014-04-27,11:40 AM,French government says it will block any hasty Alstom deal,"PARIS, April 27 France's Economy Minister Arnaud Montebourg confirmed for the first time on Sunday that both General Electric and Siemens were interested in engineering group Alstom and said he would not allow any hasty decisions."
2014-04-27,9:26 AM,CORRECTED-UPDATE 2-Siemens weighs in as GE prepares Alstom power deal,"(Corrects company name in 17th par to Alstom, from Siemens)"
2014-04-28,7:20 AM,France meets Alstom bidders with pledge to protect jobs,PARIS France said it would defend jobs and its national interest as it met suitors eyeing a breakup of engineering group Alstom on Monday and suggested it preferred Germany's Siemens over U.S. giant General Electric. | Video
2014-04-28,7:10 AM,UPDATE 6-France meets Alstom bidders with pledge to protect jobs,"* President Hollande meets GE, Siemens bosses about proposed deal"
2014-04-28,10:51 AM,Germany prefers Siemens tie-up with Alstom to GE deal - source,"BERLIN, April 28 The German government would rather see Siemens take over the power arm of its French rival Alstom than have it acquired by General Electric, a government source in Berlin told Reuters on Monday."
2014-04-29,5:10 PM,Alstom accepts 10 billion euro GE bid for its energy unit,"PARIS/FRANKFURT The board of Alstom  accepted General Electric's  10 billion euro ($13.82 billion) bid for its energy unit on Tuesday, several sources familiar with the situation told Reuters."
2014-04-29,12:15 PM,UPDATE 6-Alstom accepts 10 bln euro GE bid for its energy unit,"* Talks not exclusive, Alstom can hold talks with Siemens"
2014-04-29,9:21 PM,Alstom accepts GE offer for its energy unit: sources,"PARIS The board of French transport-to-turbines group Alstom  has accepted General Electric's  offer for its energy unit, two sources familiar with the situation told Reuters."
2014-04-29,9:21 PM,Alstom accepts GE offer for its energy unit - sources,"PARIS, April 29 The board of French transport-to-turbines group Alstom has accepted General Electric's offer for its energy unit, two sources familiar with the situation told Reuters."
2014-04-29,8:26 PM,Alstom board accepts 10 billion euro GE offer for energy unit-paper,"PARIS The board of French trains-to-turbines maker Alstom has accepted General Electric's  10 billion euro offer for its energy division, French daily Le Figaro said on its website."
2014-04-29,8:25 PM,Alstom board accepts 10 bln euro GE offer for energy unit-paper,"PARIS, April 29 The board of French trains-to-turbines maker Alstom has accepted General Electric's  10 billion euro offer for its energy division, French daily Le Figaro said on its website."
2014-04-29,7:38 PM,GE vows to boost French jobs with Alstom bid - letter,"PARIS General Electric  Chief Executive Jeffrey Immelt said in a letter to French President Francois Hollande that if GE were to buy the energy unit of Alstom, it would boost employment in France and locate global headquarters for several key businesses in the country."
2014-04-29,7:36 PM,GE vows to boost French jobs with Alstom bid - letter,"PARIS, April 29 General Electric Chief Executive Jeffrey Immelt said in a letter to French President Francois Hollande that if GE were to buy the energy unit of Alstom, it would boost employment in France and locate global headquarters for several key businesses in the country."
2014-04-29,9:13 AM,GE trumpets 40-year jet engine venture to bolster Alstom bid,"PARIS As General Electric  tries to convince French leaders to back its offer to rescue engineering firm Alstom , it hopes that three letters will convince them of its good will: CFM."
2014-04-29,3:19 PM,"Whoever wins Alstom power assets, industry faces shakeout","PARIS General Electric's  bid for Alstom's  energy business will force a shakeout in the electrical engineering industry, regardless of whether it or a rival suitor succeeds in breaking up the struggling French group."
2014-04-30,7:05 PM,GE's Alstom bid shows limits of French state intervention,"PARIS General Electric's  overtures to the power business of France's former industrial beacon Alstom  have shown again how the French state, for all its interventionist zeal, has limited room for maneuver against big business."
2014-04-30,5:21 AM,GE eases ahead in race for Alstom power assets,PARIS Cash-strapped French engineering group Alstom said on Wednesday it would explore a $16.9 billion offer from General Electric for its energy arm while leaving the door open to a rival bid from Germany's Siemens. | Video
2014-04-30,6:24 PM,GE CEO says there will be opportunities to modify Alstom bid,"PARIS General Electric said its effort to buy some activities of France's Alstom was just beginning and there will be opportunities to modify its bid, Chief Executive Jeff Immelt said on French television on Wednesday."
2014-04-30,6:21 PM,GE CEO says there will be opportunities to modify Alstom bid,"PARIS, April 30 General Electric said its effort to buy some activities of France's Alstom was just beginning and there will be opportunities to modify its bid, Chief Executive Jeff Immelt said on French television on Wednesday."
2014-04-30,7:11 AM,"UPDATE 3-GE says talks with France on Alstom productive, to boost jobs","NEW YORK, April 30 The head of General Electric  said on Wednesday talks with the French government on its offer for Alstom's energy assets had been ""productive"" and expressed confidence that the deal would go through despite a potential rival offer from Germany's Siemens."
2014-04-30,3:50 PM,"GE says talks with France on Alstom productive, to boost jobs","NEW YORK The head of General Electric said on Wednesday talks with the French government on its offer for Alstom's energy assets had been ""productive"" and expressed confidence that the deal would go through despite a potential rival offer from Germany's Siemens."
2014-04-30,5:51 AM,UPDATE 4-GE eases ahead in race for Alstom power assets,"* Alstom shares up close to 10 pct, top gainer on CAC 40     (Adds GE on funding, government, analyst comment, unions)"
2014-04-30,12:35 PM,Update-Moody's Affirms General Electric Ratings Following Announced Alstom Asset Acquisition,For the full text of this story please click the following link:
2014-04-30,11:41 AM,BRIEF-General Electric comments from Alstom slide presentation,April 30 General Electric Co :  * Says Alstom transaction effectively completes allocation for m&a for 2014 and
2014-04-30,6:11 AM,"GE says talks with France on Alstom productive, to boost jobs","NEW YORK The head of General Electric said on Wednesday talks with the French government on its offer for Alstom's energy assets had been ""productive"" and expressed confidence that the deal would go through despite a potential rival offer from Germany's Siemens."
2014-05-01,11:50 AM,"Iran to buy 400 airliners if sanctions lifted, top official says","ANKARA Barred by sanctions from buying Western airliners since the 1970s, Iran has pent-up demand for 400 new planes, Tehran's top aviation official was reported as saying, offering potential billions to manufacturers such as Airbus and Boeing."
2014-05-01,11:42 AM,"Iran to buy 400 airliners if sanctions lifted, top official says","ANKARA, May 1 Barred by sanctions from buying Western airliners since the 1970s, Iran has pent-up demand for 400 new planes, Tehran's top aviation official was reported as saying, offering potential billions to manufacturers such as Airbus and Boeing."
2014-05-02,10:02 AM,Deals of the day- Mergers and acquisitions,"(Adds IK Investment, BTG Pactual SA, Skechers, Arsenal Capital, GE, Merck KGaA)"
2014-05-02,5:25 PM,GE nears deal to sell fuel dispenser unit: sources,"General Electric Co  is in advanced talks to sell its energy unit that makes fuel dispensers to First Reserve Corp, according to people familiar with the matter, in the latest example of a conglomerate selling an unloved business to a buyout firm."
2014-05-02,5:25 PM,REFILE-GE nears deal to sell fuel dispenser unit -sources,"May 2 General Electric Co is in advanced talks to sell its energy unit that makes fuel dispensers to First Reserve Corp, according to people familiar with the matter, in the latest example of a conglomerate selling an unloved business to a buyout firm."
2014-05-04,3:06 PM,Alstom battle to upstage Siemens chief's grand strategy launch,"BERLIN When Joe Kaeser took the reins of German engineering giant Siemens  last summer after a boardroom coup, he made clear his priority was closing a yawning profitability gap with rivals such as General Electric ."
2014-05-04,2:55 PM,Alstom battle to upstage Siemens chief's grand strategy launch,"* Culture clash, competition issues cloud Siemens-Alstom tie-up"
2014-05-05,6:05 PM,France opposes current GE offer for Alstom assets,"PARIS The French government rejected General Electric's current bid for Alstom's energy assets on Monday, but opened the door for a deal that would also combine the two companies' rail businesses."
2014-05-05,6:55 PM,UPDATE 2-France opposes current GE offer for Alstom assets,"* Govt says combination of GE, Alstom rail ops ""desirable"""
2014-05-05,6:00 PM,France cannot back GE's current offer for Alstom assets- min,"PARIS, May 5 The French government cannot give its backing to General Electric's bid for Alstom's energy assets in its current form, the industry ministry said in a letter to GE CEO Jeff Immelt on Monday."
2014-05-05,6:40 AM,RPT-Alstom battle to upstage Siemens chief's grand strategy launch,"* Culture clash, competition issues cloud Siemens-Alstom tie-up"
2014-05-05,5:10 AM,GE makes $389 mln share tender offer for Alstom's India units,"NEW DELHI, May 5 General Electric Co on Monday made tender offers to buy shares worth up to $389 million in two of Alstom SA's India units to comply with local rules, following its $16.9 billion bid to buy the French group's energy unit."
2014-05-06,7:14 AM,France's Hollande says GE must improve Alstom bid,"PARIS French President Francois Hollande said General Electric's bid for Alstom's energy business is not acceptable as it stands, and the government's aim is to get better offers."
2014-05-06,7:26 AM,UPDATE 3-France's Hollande says GE must improve Alstom bid,"PARIS, May 6 French President Francois Hollande said General Electric's bid for Alstom's energy business is not acceptable as it stands, and the government's aim is to get better offers."
