date,time,title,abstract
2014-03-28,12:05 AM,"LME faulted for warehouse review, now faces legal bind","LONDON/NEW YORK, March 28 A court ruling has faulted the London Metal Exchange for failing to consult users on alternative ways to reduce vexing logjams in its warehousing network, the backbone of the world's biggest market for copper and aluminum."
2014-03-30,4:28 PM,Credit markets open to Argentina for first time in years: ministry,"BUENOS AIRES Argentina has been approached by financial institutions offering it loans at favorable rates, the economy ministry said on Sunday, marking a tentative reopening of international credit markets for the first time in over a decade."
2014-03-30,4:06 PM,Argentina to receive $1 bln loan from Goldman Sachs - newspaper,"BUENOS AIRES, March 30 Argentina is closing in on a deal to receive around $1 billion in loans from investment bank Goldman Sachs and is in talks with other international banks about similar deals, local newspaper Pagina/12 reported on Sunday."
2014-04-01,7:05 PM,Goldman to sell designated market-maker unit to IMC: reports,"Goldman Sachs Group Inc  is in the process of selling its ""designated market-maker"" unit, people familiar with the matter told the Financial Times on Tuesday."
2014-04-01,9:51 PM,UPDATE 2-Goldman to sell designated market-maker unit to IMC - reports,"April 1 Goldman Sachs Group Inc is in the process of selling its ""designated market-maker"" unit, people familiar with the matter told the Financial Times on Tuesday."
2014-04-01,7:35 PM,UPDATE 1-Terra Firma to look at exit options on aircraft lessor Awas-sources,* Goldman Sachs and Deutsche Bank hired for strategic review
2014-04-01,7:02 PM,Goldman to sell NYSE's designated market-maker unit -report,"April 1 Goldman Sachs Group Inc is in the process of selling its ""designated market-maker"" unit, people familiar with the matter told the Financial Times on Tuesday."
2014-04-02,4:20 PM,Exclusive: Advent's Connolly to merge with Goldman's iHealth Technologies,"NEW YORK Buyout firm Advent International Corp's insurance payments auditing company Connolly LLC has agreed to merge with Goldman Sachs Group Inc's medical claims company iHealth Technologies Inc, an Advent representative said on Wednesday."
2014-04-02,10:06 AM,Deals of the day- Mergers and acquisitions,"(Adds Lufthansa, Eni, RWE, Vodacom, Hypo Real Estate, Yamana Gold, Advent International, Raizen)"
2014-04-02,6:07 PM,JPMorgan global commodities unit head Masters to leave: memo,"NEW YORK Blythe Masters, one of Wall Street's most powerful women, is leaving JPMorgan Chase & Co.  after a 27-year career that began as an intern in London and concludes with the sale of the multibillion-dollar commodities business she built."
2014-04-02,3:00 PM,Ian Gilday leaving Goldman Sachs for Morgan Stanley - sources,"LONDON, April 2 (IFR) - Leveraged finance veteran Ian Gilday is departing Goldman Sachs to take up a role at rival bank Morgan Stanley, according to multiple market sources."
2014-04-02,10:56 AM,"UPDATE 2-Europe fines Goldman Sachs, cable firms over cartel","* Shares in Prysmian rise on lower than expected fine   (Adds Goldman Sachs, Prysmian, EU antitrust chief comments)"
2014-04-02,10:02 AM,"EU regulators fine Goldman Sachs, Prysmian for cable cartel","BRUSSELS Investment bank Goldman Sachs, the world's top cablemaker Prysmian, Nexans and eight cable firms were fined a total of 302 million euros ($416 million) by EU antitrust regulators on Wednesday for running a cartel."
2014-04-02,12:55 PM,"UPDATE 1-Energy Future plan to wipe out KKR, TPG, Goldman investments -BBG","April 2 A plan being discussed to reorganize power company Energy Future Holdings Corp will all but wipe out the investments of owners KKR & Co, TPG Capital  and Goldman Sachs Capital Partners, Bloomberg reported."
2014-04-02,6:35 AM,"REFILE-Energy Future plan may wipe out KKR, TPG, Goldman unit - Bloomberg","April 2 A plan being discussed to reorganize Energy Future Holdings Corp will all but wipe out owners KKR & Co, TPG Capital and Goldman Sachs Capital Partners, Bloomberg reported, citing three people with direct knowledge of the negotiations."
2014-04-02,10:23 AM,Goldman to sell designated market-maker unit to IMC: reports,"Goldman Sachs Group Inc is in the process of selling its ""designated market-maker"" unit, people familiar with the matter told the Financial Times on Tuesday."
2014-04-03,3:35 AM,Sinopec picks Goldman Sachs for $30 bln retail sale -Bloomberg,"April 3 China Petroleum & Chemical Corp (Sinopec) , Asia's biggest oil refiner, has picked Goldman Sachs Group Inc to help sell a stake in its retail assets, Bloomberg reported, citing people with knowledge of the matter."
2014-04-04,9:31 PM,Goldman board lifts target for Blankfein to redeem future awards,"NEW YORK Goldman Sachs Group Inc's board lifted a key performance target that the bank must reach for Chairman and Chief Executive Lloyd Blankfein to redeem a new long-term incentive stock award, according to a proxy filing on Friday."
2014-04-04,9:27 PM,Goldman board lifts target for Blankfein to redeem future awards,"NEW YORK, April 4 Goldman Sachs Group Inc's  board lifted a key performance target that the bank must reach for Chairman and Chief Executive Lloyd Blankfein to redeem a new long-term incentive stock award, according to a proxy filing on Friday."
2014-04-07,10:57 PM,Greenhill hires Pereira from Goldman to beef up Brazil unit,"SAO PAULO New York-based investment bank Greenhill & Co Inc on Monday said it hired former Goldman Sachs Group Inc dealmaker Rafael Pereira, expanding its mergers and acquisitions unit in Brazil."
2014-04-07,10:52 PM,Greenhill hires Pereira from Goldman to beef up Brazil unit,"SAO PAULO, April 7 New York-based investment bank Greenhill & Co Inc on Monday said it hired former Goldman Sachs Group Inc dealmaker Rafael Pereira, expanding its mergers and acquisitions unit in Brazil."
2014-04-07,9:11 PM,Goldman Sachs prices Sports Direct shares at 850 pence each,"LONDON, April 7 Goldman Sachs has priced its accelerated bookbuild of shares in Sports Direct International at 850 pence each, a source familiar with the matter said on Monday, valuing the placement at 212.5 million pounds ($352.75 million)."
2014-04-07,4:25 PM,Thirteen banks to fight EU derivatives charges at May hearing - sources,"BRUSSELS, April 7 Thirteen investment banks, including Citigroup, Goldman Sachs and Deutsche Bank, will fight EU charges of blocking exchanges' access to the credit derivatives market at a hearing next month, three people familiar with the matter said on Monday."
2014-04-07,4:10 PM,Goldman Sachs to sell up to $361.3 mln worth of Sports Direct shares,"LONDON, April 7 Goldman Sachs is looking to sell up to 217.5 million pounds ($361.3 million) of shares in Sports Direct International."
2014-04-07,6:56 AM,UPDATE 1-Sweden's Kinnevik names ex-Goldman banker Grabau as CEO,"* Chairwoman says Grabau will help support digital growth   (Adds quotes, details)"
2014-04-08,11:56 PM,Goldman Sachs may close dark pool Sigma X -WSJ,"April 8 Goldman Sachs Group Inc could shut down Sigma X, one of the world's largest private stock-trading venues, the Wall Street Journal reported on Tuesday, citing sources."
2014-04-08,7:50 PM,"CVC set to sell ink maker, Flint, to Koch, Goldman: sources","FRANKFURT Private equity firm CVC Capital Partners Ltd  is in advanced talks to sell its printing-ink maker, Flint Group, to Koch Industries  and Goldman Sachs Group's  private equity arm, two people familiar with the transaction said on Tuesday."
2014-04-08,7:45 PM,"UPDATE 1-CVC set to sell ink maker, Flint, to Koch, Goldman -sources","FRANKFURT, April 8 Private equity firm CVC Capital Partners Ltd is in advanced talks to sell its printing-ink maker, Flint Group, to Koch Industries  and Goldman Sachs Group's private equity arm, two people familiar with the transaction said on Tuesday."
2014-04-08,7:40 AM,"CVC set to sell ink maker Flint to Koch, Goldman - sources","FRANKFURT, April 8 Private equity firm CVC is in advanced talks to sell its printing-ink maker Flint Group to Koch Industries and Goldman Sachs, two people familiar with the transaction said on Tuesday."
2014-04-09,9:32 PM,Goldman Sachs committed to Brazil operations: COO Cohn,"BRASILIA Goldman Sachs Group Inc is committed to maintaining its investment-banking operations in Brazil as part of its global footprint, Chief Operating Officer Gary Cohn said on Wednesday."
2014-04-09,9:26 PM,UPDATE 1-Goldman Sachs committed to Brazil operations -COO Cohn,"(Recasts to add Goldman's downsizing in Brazil, Cohn's comments)"
2014-04-09,7:51 PM,"Goldman Sachs committed to Brazil operations, COO Cohn says","BRASILIA Goldman Sachs Group Inc  is committed to maintaining its investment-banking operations in Brazil as part of its global footprint, Chief Operating Officer Gary Cohn said on Wednesday."
2014-04-09,7:50 PM,"Goldman Sachs committed to Brazil operations, COO Cohn says","BRASILIA, April 9 Goldman Sachs Group Inc  is committed to maintaining its investment-banking operations in Brazil as part of its global footprint, Chief Operating Officer Gary Cohn said on Wednesday."
2014-04-09,6:31 AM,RPT-Market Chatter-Corporate finance press digest,April 9 The following corporate finance-related stories were reported by media:
2014-04-09,5:20 AM,Market Chatter-Corporate finance press digest,April 9 The following corporate finance-related stories were reported by media:
2014-04-09,3:11 AM,"Goldman, Warburg advance in China Huarong sale: sources","HONG KONG Goldman Sachs Group  and U.S. private equity firm Warburg Pincus are among the companies that have advanced to the next round of the sale process to buy a stake in China Huarong Asset Management Co Ltd, people familiar with the matter told Reuters."
2014-04-09,3:50 AM,"UPDATE 1-Goldman, Warburg advance in China Huarong sale -sources","* Apax Partners, Khazanah Nasional, Deutsche Bank also advance in bidding -sources"
2014-04-09,3:06 AM,"Goldman, Warburg advance in China Huarong sale-sources","HONG KONG, April 9 Goldman Sachs Group  and U.S. private equity firm Warburg Pincus are among the companies that have advanced to the next round of the sale process to buy a stake in China Huarong Asset Management Co Ltd, people familiar with the matter told Reuters."
2014-04-09,12:07 AM,Goldman Sachs may close dark pool Sigma X: WSJ,"Goldman Sachs Group Inc  could shut down Sigma X, one of the world's largest private stock-trading venues, the Wall Street Journal reported on Tuesday, citing sources."
2014-04-10,4:56 PM,"Koch, Goldman agree to buy ink maker Flint in $3 billion deal","FRANKFURT Koch Industries  and Goldman Sachs'  private equity arm are acquiring one of the world's leading makers of printing-inks, Flint, from buyout group CVC , the four companies said in a joint statement on Thursday."
2014-04-10,1:30 PM,"UPDATE 2-Koch, Goldman agree to buy ink maker Flint in $3 bln deal",* Deal values Flint at more than 2.2 billion euros - sources
2014-04-10,1:31 PM,"Koch, Goldman agree to buy ink maker Flint in $3 billion deal","FRANKFURT Koch Industries  and Goldman Sachs's  private equity arm are acquiring the world's leading maker of printing-inks Flint from buyout group CVC , the four companies said in a joint statement on Thursday."
2014-04-10,1:00 PM,"Koch, Goldman agree to buy ink maker Flint from CVC","FRANKFURT, April 10 Koch Industries  and Goldman Sachs's private equity arm are acquiring European printing-ink maker Flint from buyout group CVC , the companies said in a joint statement on Thursday."
2014-04-10,12:35 AM,"Chinese pork giant WH Group, shareholders plan $5.3 billion IPO in HK","HONG KONG Chinese pork giant WH Group Ltd launched on Thursday a Hong Kong initial public offering of up to $5.3 billion, the second-biggest ever IPO by a food and beverage company."
2014-04-11,4:44 PM,"First Choice Emergency hires Goldman, Deutsche for IPO -sources","NEW YORK First Choice Emergency Room has tapped Goldman Sachs Group Inc  and Deutsche Bank AG  to prepare an initial public offering that could come in the second quarter of this year, people familiar with the matter said on Friday."
2014-04-11,4:39 PM,"First Choice Emergency hires Goldman, Deutsche for IPO -sources","NEW YORK, April 11 First Choice Emergency Room has tapped Goldman Sachs Group Inc and Deutsche Bank AG  to prepare an initial public offering that could come in the second quarter of this year, people familiar with the matter said on Friday."
2014-04-14,2:10 PM,"Blackstone, Goldman Sachs to buy KKR's Ipreo","NEW YORK Private equity firm Blackstone Group LP  and Goldman Sachs Group Inc's  buyout arm said on Monday they have agreed to acquire capital markets data and software provider Ipreo Holdings LLC from another buyout firm, KKR & Co LP ."
2014-04-14,2:10 PM,"Blackstone, Goldman Sachs to buy KKR's Ipreo","NEW YORK, April 14 Private equity firm Blackstone Group LP and Goldman Sachs Group Inc's  buyout arm said on Monday they have agreed to acquire capital markets data and software provider Ipreo Holdings LLC from another buyout firm, KKR & Co LP."
2014-04-14,10:21 AM,UPDATE 1-National Bank of Greece moves ahead with share sale plan,* Goldman and Morgan Stanley hired to manage sale -sources
2014-04-14,9:21 AM,"Greece's NBG hires Goldman, Morgan Stanley to manage share offering-source","ATHENS, April 14 Greece's largest lender National Bank has picked Goldman Sachs and Morgan Stanley as global coordinators for a planned equity offering to plug its 2.18 billion euro capital shortfall, a senior banker familiar with the issue told Reuters on Monday on condition of anonymity."
2014-04-14,5:10 AM,Goldman dodges a shareholder battle that dogs rivals,"NEW YORK When Goldman Sachs Group Inc filed its shareholder proxy earlier this month, it was free of a proposal that has become increasingly popular among corporate governance activists: a demand for more disclosure about lobbying."
2014-04-14,4:55 AM,"KKR to sell Ipreo to Goldman Sachs, Blackstone for $975 mln - FT","April 14 Blackstone and Goldman Sachs'  investment arm are set to buy Ipreo from KKR in a private equity secondary deal that values the data company at $975 million, the Financial Times reported, citing people familiar with the matter."
2014-04-15,3:56 PM,"Nigeria picks Stanbic, Goldman Sachs for $100 mln Diaspora bond sale","LAGOS, April 15 Nigeria has appointed Stanbic IBTC Bank and Goldman Sachs as advisers for its debut $100 mln Diaspora bond issue, the debt management office said on Tuesday."
2014-04-16,5:36 AM,Goldman Sachs plans to jump-start stock-trading business: WSJ,"Goldman Sachs  is planning to jump-start its stock-trading business after top clients such as Fidelity Investments and BlackRock Inc  voiced concerns about the way Goldman and other firms trade stocks, the Wall Street Journal reported, citing people familiar with the matter."
2014-04-16,5:31 AM,Goldman Sachs plans to jump-start stock-trading business - WSJ,"April 16 Goldman Sachs is planning to jump-start its stock-trading business after top clients such as Fidelity Investments and BlackRock Inc voiced concerns about the way Goldman and other firms trade stocks, the Wall Street Journal reported, citing people familiar with the matter."
2014-04-17,3:11 PM,"For Morgan Stanley, playing it safe pays off","A year ago, soon after Morgan Stanley posted disappointing quarterly earnings, Chairman and Chief Executive Officer James Gorman told board members the bank was on the right track and investors who sold shares had made a mistake. | Video"
2014-04-17,9:25 PM,UPDATE 1-Ex-Goldman director Gupta starts prison term on June 17,"NEW YORK, April 17 Former Goldman Sachs Group Inc director Rajat Gupta is expected to begin his two-year prison term on June 17 for insider trading."
2014-04-17,12:51 PM,"Amid frigid winter, Goldman, Morgan Stanley see commodity gains","LONDON/NEW YORK Goldman Sachs  and Morgan Stanley  both cited stronger commodities trading as a bright spot in the first quarter, aided in part by extraordinary volatility caused by the coldest U.S. winter in three decades."
2014-04-17,1:45 PM,"UPDATE 2-Amid frigid winter, Goldman, Morgan Stanley see commodity gains","* Morgan Stanley says ""strong performance"" bolstered FICC"
2014-04-17,4:50 PM,Ex-Goldman director Gupta to surrender June 17 in insider case,"NEW YORK, April 17 Former Goldman Sachs Group Inc director Rajat Gupta is expected to begin his two-year prison term on June 17 for insider trading."
2014-04-17,3:10 PM,"WRAPUP 1-For Goldman Sachs and Morgan Stanley, boring is beautiful","April 17 Investment banks Morgan Stanley  and Goldman Sachs Group Inc posted better-than-expected quarterly earnings on Thursday, helped by gains in merger advisory and stock underwriting."
2014-04-17,2:35 PM,BRIEF-Goldman CFO declines to give return-on-equity target,"NEW YORK, April 17 Goldman Sachs Group Inc  chief financial officer Harvey Schwartz said the following on a Thursday conference call with analysts:"
2014-04-17,11:51 AM,Goldman Sachs profit falls 11 percent but beats estimates,"Goldman Sachs Group Inc reported an 11 percent drop in quarterly profit as client activity remained constrained and fixed-income revenue shrank, but both earnings and revenue beat market estimates and the Wall Street bank's shares rose."
2014-04-17,12:45 PM,"Goldman, Morgan report strong commodity results as rivals exit","* Morgan Stanley says ""strong performance"" bolstered FICC"
2014-04-17,12:10 PM,UPDATE 2-Goldman Sachs profit falls 11 pct but beats estimates,"April 17 Goldman Sachs Group Inc reported an 11 percent drop in quarterly profit as client activity remained constrained and fixed-income revenue shrank, but both earnings and revenue beat market estimates and the Wall Street bank's shares rose."
2014-04-21,8:37 PM,Fitch: Goldman Reports Solid 1Q'14 Results,"(The following statement was released by the rating agency) NEW YORK, April 21 (Fitch) The Goldman Sachs Group, Inc. (Goldman) reported  solid results for first quarter 2014 (1Q'14) generally in line with Fitch  Ratings' expectations. Results were moderately lower than 4Q'13; but benefitting  from strong fixed income, currency and commodities trading and lower  non-compensation expenses offset by elevated compensation expenses.  Net revenues (excluding DVA) increased 4% sequentially to $9.3 bill"
2014-04-21,5:26 PM,UPDATE 3-AstraZeneca cancer pipeline seen as draw for Pfizer,"LONDON, April 21 Pfizer Inc may come back to bid for British drug company AstraZeneca Plc  after its reported 60 billion pound ($101 billion) takeover approach was rejected, since a deal could make sense for the U.S. pharmaceuticals giant as it seeks to build up its cancer franchise."
2014-04-21,5:09 AM,Bankers win friends again in Europe with lure of easy money,BRUSSELS Jacques de Larosiere says he is an isolated and modest man. Yet the 84-year-old former head of the International Monetary Fund is one of the most influential voices in European and global finance.
2014-04-21,5:00 AM,Bankers win friends again in Europe with lure of easy money,* Momentum builds for relaunch of securitisation in Europe
2014-04-22,9:27 PM,Goldman buys Westpeak in drive for 'smart beta' assets,"NEW YORK Goldman Sachs Group Inc's  asset-management business has agreed to buy Westpeak Global Advisors, a firm that aims to beat market indexes by using factors other than company size to pick stock investments."
2014-04-22,9:22 PM,CORRECTED-Goldman buys Westpeak in drive for 'smart beta' assets,(Corrects executive's title in fourth paragraph from head of quantitative investment strategies to head of customized and tax efficient beta businesses)
2014-04-22,6:21 AM,UPDATE 4-Novartis and GSK trade assets as pharma industry reshapes,"* Deals, plus talk of Pfizer-Astra deal, lift sector shares   (Adds details on Lilly animal health unit, updates share movement)"
2014-04-22,2:56 PM,UPDATE 2-Barclays joins retreat from commodities as new rules bite,* Retreat means 3 of top 5 commodities banks have pulled back
2014-04-22,11:26 AM,Property gains drove 2012-13 profits for Malaysia state investor 1MDB-accounts,* Fund last week reported FY net 778 mln ringgit vs 44.7 mln
2014-04-22,7:06 AM,RPT-Bankers win friends again in Europe with lure of easy money,* Momentum builds for relaunch of securitisation in Europe
2014-04-23,11:18 PM,New York Fed wins dismissal of lawsuit by examiner who faulted Goldman,NEW YORK A federal judge on Wednesday dismissed a lawsuit against the Federal Reserve Bank of New York by a former bank examiner who claimed the Fed fired her after she refused to change certain findings about Goldman Sachs Group Inc.
2014-04-23,11:06 PM,NY Fed wins dismissal of lawsuit by examiner who faulted Goldman,* Carmen Segarra denied whistleblower protection over firing
2014-04-23,7:06 PM,"UPDATE 1-Goldman, JPMorgan seek dismissal of aluminum price-fixing lawsuits","(Adds comments from plaintiffs' lawyer, paragraph 4-5 and 10)"
2014-04-23,6:26 PM,"Goldman, JPMorgan seek dismissal of aluminum price-fixing lawsuits","NEW YORK, April 23 Goldman Sachs Group Inc , JPMorgan Chase & Co, the London Metal Exchange and warehouse operators want a judge to throw out lawsuits saying that from May 2009 they conspired to reduce the supply and increase the price of aluminum."
2014-04-23,12:31 PM,Insurer Saga could announce $5 billion London listing next week,"LONDON British over-50s insurer Saga is planning to announce its intention to float next week in a London stock market debut that could value the company at 3 billion pounds ($5.1 billion), two sources familiar with the matter said on Wednesday."
2014-04-23,1:46 PM,REFILE--Goldman buys Westpeak in drive for 'smart beta' assets,"(Changes ""fund"" to ""funds"" in second paragraph; removes the word ""apart"" from third paragraph)"
2014-04-23,10:49 AM,Goldman loses four Asia prime brokerage execs to rivals- sources,"HONG KONG At least four mid-level executives are leaving Goldman Sachs Group's  Asia prime brokerage unit to join rival banks, people familiar with the matter said, just as the regional hedge fund industry is starting to pick up."
2014-04-23,10:46 AM,Goldman loses four Asia prime brokerage execs to rivals- sources,"HONG KONG, April 23 At least four mid-level executives are leaving Goldman Sachs Group's Asia prime brokerage unit to join rival banks, people familiar with the matter said, just as the regional hedge fund industry is starting to pick up."
2014-04-24,4:11 PM,Elizabeth Arden hires Goldman to explore sale: sources,"NEW YORK Elizabeth Arden Inc  has hired Goldman Sachs Group  to explore a sale and reached out to a small group of potential buyers, according to people familiar with the matter."
2014-04-24,4:26 PM,UPDATE 1-Elizabeth Arden hires Goldman to explore sale -sources,"NEW YORK, April 24 Elizabeth Arden Inc  has hired Goldman Sachs Group to explore a sale and reached out to a small group of potential buyers, according to people familiar with the matter."
2014-04-24,4:11 PM,Elizabeth Arden hires Goldman to explore sale-sources,"NEW YORK, April 24 Elizabeth Arden Inc  has hired Goldman Sachs Group to explore a sale and reached out to a small group of potential buyers, according to people familiar with the matter."
2014-04-25,3:36 AM,Soros Asia hedge fund spin-out hires ex-Goldman exec as CFO,"HONG KONG, April 25 Pleiad Investment Advisors, a hedge fund spin-out from Soros Fund Management, has hired former Goldman Sachs prime brokerage executive Vien Chiu as its chief financial officer, as it prepares to launch in the third quarter of 2014."
