date,time,title,abstract
2013-02-15,9:05 PM,High-stakes cholesterol study could lift Merck cloud,"NEW YORK Favorable results from a huge heart study could help redeem investors' faith in Merck & Co and its two biggest cholesterol drugs, Vytorin and Zetia, and potentially add billions of dollars in annual revenue."
2013-02-22,12:10 PM,"EU agency recommends Sanofi, Merck paediatric vaccine","LONDON, Feb 22 The European Medicines Agency recommended approval of Hexyon, a new 6-in-1 paediatric vaccine from Sanofi Pasteur MSD, a joint venture between Merck  and Sanofi, the companies said on Friday."
2013-02-22,12:20 PM,"EU agency recommends Sanofi, Merck pediatric vaccine","LONDON The European Medicines Agency recommended approval of Hexyon, a new 6-in-1 pediatric vaccine from Sanofi Pasteur MSD, a joint venture between Merck and Sanofi, the companies said on Friday."
2013-03-07,6:50 PM,"Merck veteran named research chief, after drug setbacks","March 7 Merck & Co will bring back one of its veterans to head research and development, replacing retiring Peter Kim, who leaves behind a mixed record over the past decade at the drugmaker's highly respected laboratories."
2013-03-07,8:45 PM,"UPDATE 1-Merck veteran named R&D chief, after drug setbacks","March 7 Merck & Co will bring back one of its veterans to head research and development, replacing retiring Peter Kim, who leaves behind a mixed record over the past decade at the drugmaker's highly respected laboratories."
2013-03-07,8:05 PM,"Merck veteran named R&D chief, after drug setbacks","Merck & Co will bring back one of its veterans to head research and development, replacing retiring Peter Kim, who leaves behind a mixed record over the past decade at the drugmaker's highly respected laboratories."
2013-03-09,7:45 PM,Serious side effects seen with failed Merck niacin drug -study,"March 9 Unexpected serious side effects arose in a huge study of a Merck & Co long-acting niacin drug aimed at raising good HDL cholesterol, according to data released on Saturday, possibly adding a final nail to the coffin of niacin therapy for heart patients."
2013-03-09,7:50 PM,Serious side effects seen with failed Merck niacin drug,"SAN FRANCISCO Unexpected serious side effects arose in a huge study of a Merck & Co long-acting niacin drug aimed at raising good HDL cholesterol, according to data released on Saturday, possibly adding another nail to the coffin of niacin therapy for heart patients."
2013-03-12,12:15 PM,Merck will continue large study of Vytorin after panel review,March 12 Pharmaceutical company Merck & Co Inc  said on Tuesday that an independent monitoring board had allowed it to continue with a huge trial assessing the safety and effectiveness of its blockbuster Vytorin cholesterol treatment.
2013-03-12,12:45 PM,BRIEF-Merck shares up 4.5 percent after says will continue study of vytorin,"NEW YORK, March 12 Merck & Co Inc :  * Shares up 4.5 percent after says will continue study of vytorin"
2013-03-12,12:50 PM,UPDATE 2-Vytorin study to continue after review; Merck shares jump,"March 12 An independent monitoring board said a large trial of Merck & Co's Vytorin cholesterol drug can continue, suggesting no major safety issues have yet been seen with the pill."
2013-03-12,12:25 PM,Vytorin study to continue after review; Merck shares jump,"An independent monitoring board said a large trial of Merck & Co's Vytorin cholesterol drug can continue, suggesting no major safety issues have yet been seen with the pill."
2013-03-14,3:20 PM,FDA studies possible pre-cancerous link with diabetes drugs,"March 14 The U.S. Food and Drug Administration is studying unconfirmed  reports that a widely used class of diabetes drugs, which includes Merck & Co's Januvia, may cause inflammation of the pancreas and pre-cancerous changes to the pancreas.     The agency, in a notice on its website on Thursday, said it is the first time it has communicated potential pre-cancerous links to the medicines, known as incretin mimetics. The oral treatments also include Bristol-Myers Squibb Co's  Onglyza"
2013-03-14,3:40 PM,FDA studies possible pre-cancerous link with diabetes drugs,"The Food and Drug Administration is studying unconfirmed reports that a widely used class of diabetes drugs, which includes Merck & Co's Januvia, may cause inflammation of the pancreas and pre-cancerous changes to the pancreas."
2013-03-15,1:46 PM,BRIEF-Merck says FDA to take extra 3 mos to review sugammadex anesthesia-reversal agent,March 15 Merck & Co Inc :  * Says FDA will take extra 3 months to review sugammadex anesthesia-reversal
2013-03-15,1:55 PM,Merck anesthesia-reversal agent faces new delay,"March 15 The U.S. Food and Drug Administration will not complete its review of Merck & Co's  experimental medicine to reverse the effects of anesthesia until the second half of 2013, representing a three month delay, the drugmaker said."
2013-03-15,2:35 PM,REFILE-UPDATE 2-Merck anesthesia-reversal agent faces new delay,"March 15 The U.S. Food and Drug Administration will not complete its review of Merck & Co's  experimental medicine to reverse the effects of anesthesia until the second half of 2013, representing a three-month delay, the drugmaker said."
2013-03-15,2:00 PM,Merck anesthesia-reversal agent faces new delay,"The Food and Drug Administration will not complete its review of Merck & Co's experimental medicine to reverse the effects of anesthesia until the second half of 2013, representing a three-month delay, the drugmaker said."
2013-04-02,3:11 PM,Merck unit sues India's Glenmark over diabetes drug,"MUMBAI, April 2 A unit of U.S. drugmaker Merck & Co sued India's Glenmark Pharmaceuticals on Tuesday for infringing its patent on two diabetes drugs."
2013-04-02,3:20 PM,Merck unit sues India's Glenmark over diabetes drug,MUMBAI A unit of U.S. drugmaker Merck & Co sued India's Glenmark Pharmaceuticals on Tuesday for infringing its patent on two diabetes drugs.
2013-04-03,6:51 PM,Experimental sleep drug may cause fewer side effects -Merck study,"CHICAGO, April 3 A study in rats and monkeys suggests an experimental Merck & Co  sleep drug may help induce sleep without causing the memory loss and attention problems sometimes seen in the commonly used drugs Ambien and Lunesta, company researchers said on Wednesday."
2013-04-24,3:36 PM,Merck melanoma drug wins 'breakthrough' designation,"April 24 U.S. regulators have granted Merck & Co's experimental treatment for advanced melanoma a ""breakthrough therapy"" designation, which could speed development and regulatory review of the product."
2013-04-24,3:41 PM,"Merck melanoma drug wins ""breakthrough"" designation","U.S. regulators have granted Merck & Co's experimental treatment for advanced melanoma a ""breakthrough therapy"" designation, which could speed development and regulatory review of the product."
2013-04-29,12:00 PM,"Merck, Pfizer to jointly develop diabetes drug","April 29 U.S. drugmakers Pfizer Inc and Merck & Co Inc said they would jointly develop Pfizer's experimental type 2 diabetes drug, ertugliflozin, and expect late-stage trials to start later in 2013."
2013-04-29,6:21 PM,"UPDATE 1-Merck, Pfizer to jointly develop diabetes drug","April 29 Pfizer Inc and Merck & Co Inc said they will co-develop Pfizer's experimental type 2 diabetes drug ertugliflozin, both as a standalone product and in combination with other drugs, including Merck's blockbuster Januvia."
2013-04-29,12:05 PM,"Merck, Pfizer to jointly develop diabetes drug","Pfizer Inc and Merck & Co Inc said they will co-develop Pfizer's experimental type 2 diabetes drug ertugliflozin, both as a standalone product and in combination with other drugs, including Merck's blockbuster Januvia."
2013-05-01,11:11 AM,Merck first-quarter sales disappoint,"May 1 Merck & Co Inc reported lower than expected first quarter sales, as generic competition hurt demand for its Singulair asthma drug and the stronger dollar hit overseas sales of its medicines."
2013-05-01,11:21 AM,BRIEF-Merck shares down 2.1 pct premarket,"NEW YORK, May 1 Merck & Co Inc :  * Shares down 2.1 percent in premarket trading after results"
2013-05-01,1:16 PM,"US STOCKS-Futures slip ahead of open on Merck, ADP; Fed on tap",* U.S. Fed expected to maintain $85 bln/month in bond buys
2013-05-01,1:36 PM,REFILE-US STOCKS SNAPSHOT - Wall St dips as Merck drags; Fed on tap,"NEW YORK, May 1 Wall Street edged lower at the open on Wednesday, weighed by weak results from Merck as investors waited to hear from the U.S. Federal Reserve on the state of the economy."
2013-05-01,2:31 PM,"US STOCKS-Wall St down on weak data, earnings; Fed on tap","* U.S. companies hire less, manufacturing growth slows in April"
2013-05-01,11:31 AM,"UPDATE 3-Merck's Januvia diabetes drug lags, 2013 forecast cut","May 1 Merck & Co Inc reported a surprising drop in quarterly sales of diabetes medicine Januvia, its biggest product and a frequent driver of quarterly earnings, and the drugmaker cut its full-year profit forecast on Wednesday."
2013-05-01,11:13 AM,"Merck's Januvia diabetes drug lags, 2013 forecast cut","Merck & Co Inc  reported a surprising drop in quarterly sales of diabetes medicine Januvia, its biggest product and a frequent driver of quarterly earnings, and the drugmaker cut its full-year profit forecast on Wednesday."
2013-05-01,11:52 AM,"Wall Street drops on data, earnings; Facebook up late",NEW YORK Stocks fell sharply on Wednesday as the latest economic data continued a trend of indicators pointing to anemic growth while bellwether companies disappointed on revenue. | Video
2013-05-03,2:21 PM,Fitch Affirms Merck & Co.'s IDR at 'A+'; Outlook Negative,"(The following statement was released by the rating agency) CHICAGO, May 03 (Fitch) Fitch Ratings has affirmed Merck & Co.'s (Merck)  ratings, including the Issuer Default Rating (IDR) at 'A+'. The Rating Outlook  is revised to Negative from Positive. A full list of ratings affirmed is listed  below.  The ratings apply to approximately $20.5 billion in outstanding debt.  KEY RATING DRIVERS Leveraging Share-Buybacks Pressure Credit Profile On April 1, Merck announced the expansion of its share re"
2013-05-03,7:45 PM,FDA approves Merck combination cholesterol lowering pill,"The U.S. Food and Drug Administration approved a Merck & Co cholesterol lowering pill that combines a generic version of Pfizer Inc's Lipitor with its own Zetia, Merck said on Friday."
2013-05-09,2:30 PM,"Merck sales rep alleges sexual bias, seeks over $100 mln","May 9 A senior sales representative for Merck & Co has sued the drugmaker for more than $100 million, alleging the drugmaker discriminates against female employees in terms of pay and advancement, particularly pregnant employees and female employees with children."
2013-05-09,3:28 PM,"Merck sales representative claims sexual bias, seeks over $100 million","A sales representative for Merck & Co.  filed a more than $100 million sex discrimination lawsuit against the drugmaker on Thursday, claiming that it particularly discriminates against pregnant employees and women with children."
2013-05-22,10:57 PM,"UPDATE 1-FDA panel says Merck's sleep drug safe, effective at lower dose","WASHINGTON, May 22 Merck & Co's  experimental insomnia drug was safe and effective at the lower of two doses studied, a panel of medical experts said on Wednesday, increasing the chance it will be approved by the U.S. Food and Drug Administration."
2013-05-22,9:36 PM,"FDA panel says Merck's sleep drug safe, effective at lower dose","WASHINGTON Merck & Co's experimental insomnia drug was safe and effective at the lower of two doses studied, a panel of medical experts said on Wednesday, increasing the chance it will be approved by the U.S. Food and Drug Administration."
2013-05-23,12:50 AM,UPDATE 2-Merck's insomnia drug moves a step closer to U.S. approval,"* FDA panel says suvorexant safe, effective at lower doses"
2013-05-23,9:37 PM,Merck halts development of experimental Parkinson's drug,"May 23 Merck & Co has ended development of preladenant, an experimental drug for Parkinson's disease, after initial data from three late-stage trials proved disappointing."
2013-06-02,8:16 PM,UPDATE 1-Merck melanoma drug shrinks tumors in 38 percent of patients,"* Among those who got the highest dose, 52 percent responded"
2013-06-03,2:30 PM,"US STOCKS SNAPSHOT - Dow hits session highs, Merck rallies","NEW YORK, June 3 U.S. stocks rose on Monday, with the Dow rising to a session high on strength in blue chip names."
2013-06-03,10:48 AM,"Exclusive: EU to fine Lundbeck, others for blocking generic drugs","BRUSSELS A European regulator will fine Denmark's Lundbeck and eight other makers of generic drugs for limiting the supply of cheaper medicines, two people with knowledge of the matter said, its first sanction against ""pay-for-delay"" deals."
2013-06-25,11:26 AM,Merck & Co wins injunction against Indian firm over diabetes drugs,"MUMBAI, June 25 MSD, a unit of U.S. drugmaker Merck & Co, said it has won an injunction against India's Aprica Pharmaceuticals and a source said this will stop Aprica launching generic versions of two diabetes drugs in India."
2013-06-25,11:31 AM,Merck & Co wins injunction against Indian firm over diabetes drugs,"MUMBAI MSD, a unit of U.S. drugmaker Merck & Co, said it has won an injunction against India's Aprica Pharmaceuticals and a source said this will stop Aprica launching generic versions of two diabetes drugs in India."
2013-06-27,10:11 AM,BRIEF-South Africa's Aspen in $1 bln deal with Merck,"JOHANNESBURG, June 27 Aspen Pharmacare Holdings Ltd  :  * Signing of an agreement to acquire api manufacturing facilities  * Agreement on an option to acquire a portfolio of products from msd  * Agreement with Merck for the acquisition of an active pharmaceutical"
2013-06-27,10:46 AM,South Africa's Aspen in $1 bln deal with Merck,"JOHANNESBURG, June 27 Aspen Pharmacare  said on Thursday that it would acquire drugs and a plant from U.S. firm Merck in a $1 billion deal that bolsters its presence in Europe, Latin America and Asia."
2013-06-27,10:56 AM,South Africa's Aspen in $1 billion deal with Merck,"JOHANNESBURG Aspen Pharmacare said on Thursday that it would acquire drugs and a plant from U.S. firm Merck in a $1 billion deal that bolsters its presence in Europe, Latin America and Asia."
2013-06-27,3:16 PM,UPDATE 1-Aspen adds $1 bln deal with Merck to drug acquisition drive,"JOHANNESBURG, June 27 South Africa's Aspen Pharmacare said on Thursday it would acquire drugs and a manufacturing business from U.S. drugmaker Merck in a $1 billion deal to bolster its presence in Europe, Latin America and Asia."
2013-07-01,12:25 PM,FDA rejects Merck's insomnia drug,"Merck & Co Inc said the U.S. Food and Drug Administration rejected the company's experimental insomnia drug, citing safety issues."
2013-07-01,2:40 PM,"FDA rejects Merck insomnia drug, seeks lower-dose","U.S. health regulators have rejected Merck & Co's new insomnia drug application but opened the door to approving a lower-dose version of the medication, the company said on Monday."
2013-07-04,11:31 AM,"UPDATE 1-China probes pricing at drugmakers including GSK, Merck","* Top agency to review costs, prices at dozens of drugmakers"
2013-07-04,5:47 AM,"China probes pricing at drugmakers including GSK, Merck","SHANGHAI China's top economic planning agency is investigating costs and prices charged by drugmakers, including units of GlaxoSmithKline and Merck, as foreign firms come under pressure from Beijing over possible price-fixing."
2013-07-16,4:00 PM,U.S. FDA cancels advisory committee on Merck's drug sugammadex,"The U.S. Food and Drug Administration canceled an advisory committee meeting set for Thursday to discuss Merck & Co's sugammadex, a drug designed to reverse the effects of muscle-relaxants used during surgery."
2013-07-16,4:16 PM,Merck says FDA needs more time to complete sugammadex review,"July 16 Merck & Co Inc said on Tuesday that U.S. health regulators need more time to review its application to sell sugammadex, an injection designed to reverse the effects of muscle relaxants used during surgery."
2013-07-16,4:56 PM,UPDATE 3-Merck drug to reverse anesthesia delayed again at FDA,"WASHINGTON, July 16 U.S. health regulators need more time to review Merck & Co's application to sell sugammadex, an injection designed to reverse the effects of muscle relaxants used during surgery, the company said on Tuesday."
2013-07-16,6:35 PM,Merck drug to reverse anesthesia delayed again at FDA,"WASHINGTON U.S. health regulators need more time to review Merck & Co's application to sell sugammadex, an injection designed to reverse the effects of muscle relaxants used during surgery, the company said on Tuesday."
2013-07-24,1:45 PM,FDA accepts review of long-delayed Merck blood clot drug,"July 24 - Merck & Co on Wednesday said U.S. regulators had accepted its marketing application for the blood clot drug vorapaxar, aimed at preventing heart attacks and strokes in patients who have already had a heart attack but who have no history of stroke."
2013-07-24,2:46 PM,UPDATE 1-FDA accepts review of long-delayed Merck blood clot drug,"July 24 - Merck & Co. on Wednesday said U.S. regulators had accepted its marketing application for the blood clot drug vorapaxar, aimed at preventing heart attacks and strokes in patients who have already had a heart attack but who have no history of stroke."
2013-07-24,1:45 PM,FDA accepts review of long-delayed Merck blood clot drug,"July 24 - Merck & Co. on Wednesday said U.S. regulators had accepted its marketing application for the blood clot drug vorapaxar, aimed at preventing heart attacks and strokes in patients who have already had a heart attack but who have no history of stroke."
2013-07-30,11:16 AM,"Merck revenue misses mark as diabetes, arthritis drugs lag","July 30 Merck & Co's quarterly revenue fell short of Wall Street expectations, on lower sales of its consumer health and animal health products and weak growth of its treatments for diabetes and arthritis."
2013-07-30,11:37 AM,"UPDATE 2-Merck revenue hit by weak overseas, consumer sales",July 30 Merck & Co Inc's quarterly revenue fell short of  expectations on disappointing results for the company's consumer and animal health products and weak overseas sales of prescription drugs that were slammed by the stronger dollar.
2013-07-30,11:15 AM,"Merck revenues miss mark as diabetes, arthritis drugs lag","Merck & Co Inc's quarterly revenue fell short of Wall Street expectations as the stronger dollar cut sales of its consumer and animal health products and hurt results for prescription drugs, including diabetes treatment Januvia."
2013-07-30,8:08 PM,"WRAPUP 1-Cost controls help Pfizer, Merck weather weak quarter",July 30 Big Pharma is still relying on belt-tightening to prop up financial results.
2013-07-30,8:10 PM,"Cost controls help Pfizer, Merck weather weak quarter",Big Pharma is still relying on belt-tightening to prop up financial results.
2013-08-08,12:20 AM,UPDATE 2-Tyson Foods to suspend buying cattle fed Zilmax additive,* Tyson concerned about cases of cattle with difficulty walking
2013-08-12,10:40 PM,UPDATE 1-U.S. FDA approves GlaxoSmithKline's HIV drug Tivicay,"WASHINGTON, Aug 12 The U.S. Food and Drug Administration said on Monday it has approved GlaxoSmithKline Plc's drug Tivicay to treat the most common strain of HIV, the virus that causes AIDS."
2013-08-12,9:45 PM,Avanir Pharma to co-promote Merck's diabetes drugs; shares rise,Avanir Pharmaceuticals Inc said it signed a three-year agreement with Merck & Co Inc to co-promote Merck's multibillion-dollar drugs to treat Type 2 diabetes.
2013-08-13,5:31 PM,Merck to study industry use of cattle drug Zilmax,"CHICAGO, Aug 13 In the wake of mounting questions over its popular growth feed additive for cattle, Merck and Co's animal health unit said it is launching a five-step plan to reach out to cattle packers and suppliers in the next 30 days to address questions concerns over its drug Zilmax."
2013-08-13,10:11 PM,UPDATE 1-Merck rolls out new training program for Zilmax customers,"Aug 13 Pharmaceuticals giant, Merck and Co., facing questions from the cattle industry about the effects of its Zilmax feed additive  on the health of cattle, on Tuesday responded with plans for a new quality control program to ensure the popular weight-adding drug is properly used."
2013-08-13,5:35 PM,Merck rolls out new training program for Zilmax customers,"Pharmaceuticals giant, Merck and Co., facing questions from the cattle industry about the effects of its Zilmax feed additive on the health of cattle, on Tuesday responded with plans for a new quality control program to ensure the popular weight-adding drug is properly used."
2013-08-14,1:20 AM,UPDATE 2-Merck rolls out new training program for Zilmax customers,"Aug 13 As questions about the health effects of Merck and Co's Zilmax feed additive intensified in the beef industry, the pharmaceuticals giant on Tuesday unveiled a program to retrain and certify beef producers in administering the weight-adding drug to cattle."
2013-08-14,12:08 AM,Merck rolls out new training program for Zilmax customers,"As questions about the health effects of Merck and Co's Zilmax feed additive intensified in the beef industry, the pharmaceuticals giant on Tuesday unveiled a program to retrain and certify beef producers in administering the weight-adding drug to cattle."
2013-08-16,2:46 PM,"Merck suspends sales of Zilmax, to study use of cattle product","Aug 16 U.S. drugmaker Merck & Co on Friday said it would temporarily suspend sales of its Zilmax food additive following concerns about use of the product, which is given to cattle to increase their weight before slaughter."
2013-08-16,4:52 PM,"UPDATE 2-Amid cattle health concerns, Merck halts Zilmax sales","CHICAGO, Aug 16 U.S. drugmaker Merck & Co  said on Friday it is suspending sales of its Zilmax animal feed additive in the United States and Canada following concerns about animals showing signs of distress after use of the product, which is given to cattle to increase their weight before slaughter."
2013-08-16,4:53 PM,"Amid cattle health concerns, Merck halts Zilmax sales","CHICAGO U.S. drugmaker Merck & Co said on Friday it is suspending sales of its Zilmax animal feed additive in the United States and Canada following concerns about animals showing signs of distress after use of the product, which is given to cattle to increase their weight before slaughter."
2013-08-23,7:01 AM,"Q&A:-Animal welfare consultant Grandin on Zilmax, beta-agonists","Aug 22 Merck & Co. recruited Temple Grandin, an advocate for the humane treatment of livestock, to be on a board that will consult on the company's Zilmax feed additive, which has been temporarily taken off the U.S. and Canadian markets following animal welfare concerns."
2013-08-23,11:22 PM,Halt in Zilmax sales fuels demand for rival cattle feed product,* Some new Optaflexx feeders put on waiting list-customers
2013-08-23,11:27 PM,Halt in Zilmax sales fuels demand for rival cattle feed product,"CHICAGO Merck & Co's decision to suspend sales of its Zilmax cattle feed additive has caused such a surge in demand for rival Eli Lilly & Co's Optaflexx that Lilly is telling some new customers it cannot immediately supply them, customers told Reuters."
2013-08-26,11:01 AM,RPT-Halt in Zilmax sales fuels demand for rival cattle feed product,* Some new Optaflexx feeders put on waiting list-customers
2013-09-11,10:59 AM,AstraZeneca pays $50 million for rights to Merck cancer drug,Merck & Co Inc has licensed its experimental cancer drug to AstraZeneca Plc for a $50 million upfront fee in a deal that shows Britain's second-biggest drugmaker continuing to rebuild its pipeline.
2013-09-23,3:29 PM,UPDATE 1-Merck says FDA concerned about aspects of drug study,"Sept 23 Merck & Co Inc said on Monday that health regulators are concerned about operational aspects of a hypersensitivity study for sugammadex, an injection designed to reverse the effects of muscle relaxants used by anesthesiologists during surgery."
2013-09-23,3:33 PM,Merck says FDA concerned about aspects of drug study,"Merck & Co Inc said on Monday that health regulators are concerned about operational aspects of a hypersensitivity study for sugammadex, an injection designed to reverse the effects of muscle relaxants used by anesthesiologists during surgery."
2013-10-01,11:44 AM,"Merck plans $2.5 bln annual cost reductions, 8,500 job cuts","Oct 1 U.S. drugmaker Merck & Co, taking a cue from other drugmakers that have slashed research spending to prop up earnings, on Tuesday said it plans to cut annual operating costs by about $2.5 billion by the end of 2015 and eliminate 8,500 jobs."
2013-10-01,4:37 PM,"US STOCKS-Wall St climbs, expecting government shutdown will be brief",* U.S. government shutdown could hurt markets if prolonged
2013-10-01,12:22 PM,"UPDATE 5-Merck to slash annual costs by $2.5 bln, cut 8,500 jobs","Oct 1 Merck & Co, taking a cue from rival drugmakers that have slashed research spending to bolster earnings, said it will cut annual operating costs by $2.5 billion and eliminate 8,500 jobs, or more than 10 percent of its global workforce."
2013-10-01,11:50 AM,"Merck to slash annual costs by $2.5 billion, cut 8,500 jobs","Merck & Co, taking a cue from rival drugmakers that have slashed research spending to bolster earnings, said it will cut annual operating costs by $2.5 billion and eliminate 8,500 jobs, or more than 10 percent of its global workforce."
2013-10-01,9:34 PM,Merck drug triggers response in 24 pct of lung cancer patients,"Oct 1 Early data from a small trial of Merck & Co Inc's experimental immunotherapy cancer drug, known as MK-3475, showed that about a quarter of lung cancer patients responded to the treatment."
2013-10-01,9:34 PM,Merck drug triggers response in 24 percent of lung cancer patients,"Early data from a small trial of Merck & Co Inc's experimental immunotherapy cancer drug, known as MK-3475, showed that about a quarter of lung cancer patients responded to the treatment."
2013-10-09,1:10 AM,South Korea suspends some U.S. beef imports over feed additive,"SEOUL/CHICAGO South Korea has suspended some U.S. beef imports after detecting the cattle feed additive zilpaterol in meat supplied by a unit of JBS USA Holdings Inc, raising concerns that the controversial animal growth enhancer may still be in the supply chain weeks after Merck & Co halted sales of Zilmax, the top-selling zilpaterol-based drug."
2013-10-10,9:00 PM,Swift Beef plant in Texas cannot ship meat to South Korea -USDA,"CHICAGO, Oct 10 A Swift Beef Company plant in Cactus, Texas, is not eligible to ship beef to South Korea, the U.S. Department of Agriculture said on Thursday, one day after the country suspended some U.S. beef imports because it detected the cattle-feed-additive zilpaterol in meat supplied by the company."
