date,title,abstract
2014-08-06,Tesla resolves trademark dispute in China,"SHANGHAI/BEIJING, Aug 6 U.S. electric carmaker Tesla Motors Inc said it has ""completely and amicably"" resolved a trademark dispute in China, removing a hurdle that had threatened CEO Elon Musk's ambition to expand rapidly in the world's biggest auto market."
2014-08-11,UPDATE 1-Consumer Reports: Tesla Model S has 'more than its share of problems',"DETROIT, Aug 11 Consumer Reports, which last year gave top marks to electric carmaker Tesla Motors Inc's  Model S sedan, now says the car it owns has had ""more than its share of problems."""
2014-08-11,REFILE-Consumer Reports: Tesla Model S has 'more than its share of problems',"DETROIT, Aug 11 Consumer Reports, which last year gave top marks to electric carmaker Tesla Motors Inc's  Model S sedan, now says the car it owns has had ""more than its share of problems."""
2014-08-29,"UPDATE 1-Tesla Motors, China Unicom to build car charging outlets across China","SHANGHAI, Aug 29 U.S. electric carmaker Tesla Motors said on Friday that it would partner with China's No.2 mobile carrier China Unicom to build charging outlets across the country to push sales in the world's biggest auto market."
2014-08-29,"Tesla Motors, China Unicom to build charging facilities in 120 Chinese cities","SHANGHAI, Aug 29 U.S. electric carmaker Tesla Motors said on Friday that it would partner with mobile carrier China Unicom to build electric car charging facilities in 120 Chinese cities."
2014-09-03,"Tesla settles on Nevada for ""gigafactory"" site -CNBC","Sept 3 Tesla Motors Inc has decided to build its ""gigafactory""  in Nevada, CNBC on Wednesday cited sources as saying, picking from among several U.S. states for the future site of an estimated $4 billion to $5 billion battery plant to produce cheaper and more efficient battery packs."
2014-09-04,Nevada says battery plant incentives to Tesla more than $1 billion,CARSON CITY Nevada Nevada state officials said on Thursday that the state has offered Tesla Motors tax incentives totaling more than $1 billion over 20 years to locate a battery plant in the state.
2014-09-04,Nevada says battery plant incentives to Tesla more than $1 billion,"CARSON CITY, Nevada, Sept 4 Nevada state officials said on Thursday that the state has offered Tesla Motors tax incentives totaling more than $1 billion over 20 years to locate a battery plant in the state."
2014-09-04,Tesla picks Nevada for $5 billion battery plant,"CARSON CITY, Nevada, Sept 4 Tesla Motors Inc  has selected Nevada as the site for a $5-billion battery factory that will be key to its next generation of electric cars, Nevada Governor Brian Sandoval announced on Thursday."
2014-09-04,RPT-Market Chatter- Corporate finance press digest,Sept 4 The following corporate finance-related stories were reported by media:
2014-09-04,Market Chatter- Corporate finance press digest,Sept 4 The following corporate finance-related stories were reported by media:
2014-09-08,Tesla CEO says could sign new deal with Toyota in 2-3 years,"TOKYO Electric carmaker Tesla Motors Inc  and Toyota Motor Corp , the world's best-selling automaker, could sign a new deal over the next two to three years, Tesla CEO Elon Musk said, as the two firms ready to end an existing program."
2014-09-08,UPDATE 2-Tesla CEO says could sign new deal with Toyota in 2-3 years,"TOKYO, Sept 9 Electric carmaker Tesla Motors Inc  and Toyota Motor Corp, the world's best-selling automaker, could sign a new deal over the next two to three years, Tesla CEO Elon Musk said, as the two firms ready to end an existing programme."
2014-09-08,Tesla CEO: wouldn't be surprised if future deal with Toyota,"TOKYO, Sept 8 Tesla Motors Inc Chief Executive Elon Musk said on Monday that he would not be surprised if there was a significant deal with Toyota Motor Corp  in the next two to three years, though there were no definitive plans."
2014-09-10,UPDATE 1-Nevada lawmakers to consider huge tax breaks for Tesla,(Recasts with start of session and comments from lawmakers)
2014-09-10,Nevada lawmakers to consider huge tax breaks for Tesla,CARSON CITY Nev. Nevada lawmakers on Wednesday will consider controversial tax breaks estimated at up to $1.3 billion for Tesla Motors Inc  to build its $5 billion battery factory in the state.
2014-09-10,Nevada lawmakers to consider huge tax breaks for Tesla,"CARSON CITY, Nev., Sept 10 Nevada lawmakers on Wednesday will consider controversial tax breaks estimated at up to $1.3 billion for Tesla Motors Inc to build its $5 billion battery factory in the state."
2014-09-10,Nevada lawmakers gathering for special session on Tesla tax breaks,CARSON CITY Nev. Nevada lawmakers are set to convene a special legislative session in Carson City on Wednesday to consider a package of tax breaks estimated at up to $1.3 billion aimed at cementing a deal with Tesla Motors Inc  for a $5 billion battery plant.
2014-09-10,Nevada lawmakers gathering for special session on Tesla tax breaks,"CARSON CITY, Nev., Sept 9 Nevada lawmakers are set to convene a special legislative session in Carson City on Wednesday to consider a package of tax breaks estimated at up to $1.3 billion aimed at cementing a deal with Tesla Motors Inc  for a $5 billion battery plant."
2014-09-12,UPDATE 2-Nevada Governor signs $1.3 billion tax break package for electric car maker Tesla,"CARSON CITY, Nevada, Sept 11 Nevada Governor Brian Sandoval signed a package of bills on Thursday to provide $1.3 billion in tax breaks and other incentives for Tesla Motors , putting a bow on the deal for the electric car company to build a massive factory in the state."
2014-09-19,Other automakers to challenge Tesla in over-the-air software upgrades,"DETROIT, Sept 19 Electric carmaker Tesla Motors Inc on Friday announced it is rolling out a software upgrade over-the-air to its current Model S owners, a unique ability that other automakers are expected to offer within a few years."
2014-09-25,UPDATE 1-Panasonic in talks to invest in auto parts maker Ficosa - sources,* Panasonic to invest 20-30 bln yen for near 50 pct stake - Nikkei
2014-10-02,CORRECTED-FEATURE-Tesla factory near Reno is bet old Nevada will meet the new,(Corrects area of park from size of Rhode Island to five times size of Manhattan.)
2014-10-02,Hedge funds cut long exposure in September: Credit Suisse,"NEW YORK Managers of equity long/short funds cut their net exposure in September, a month during which markets pulled back on a rising dollar and questions over the timing of the Federal Reserve's next rate hike, Credit Suisse wrote in a note."
2014-10-02,"US STOCKS-Tesla, Twitter among premarket's biggest movers","NEW YORK, Oct 2 Tesla Motors Inc was one of the biggest movers of Thursday's premarket session, after the company's chief executive hinted at a new product that would be unveiled next week."
2014-10-02,RPT - FEATURE-Tesla factory near Reno is bet old Nevada will meet the new,"RENO, Nevada, Oct 2 Lance Gilman bounced his white GMC truck up a hill in the high desert country east of Reno, Nevada, and paused at the top to survey his property. Spread out below lay the 165-square-mile Tahoe-Reno Industrial Center, about the size of Rhode Island."
2014-10-02,Tesla's Musk says 'about time to unveil the D and something else',"Tesla Motors Inc Chief Executive Elon Musk sent out a cryptic tweet on Wednesday, saying it is ""about time to unveil the D and something else"", with an accompanying photo which mentioned a date, Oct. 9. (http://bit.ly/ZtvoeG)"
2014-10-02,"REFILE-Tesla's Musk says ""about time to unveil the D and something else""",(Corrects company name to Tesla Motors Inc from Tesla Motor Inc in first paragraph)
2014-10-07,"Panasonic says initial investment in Tesla battery factory will be ""tens of billions"" of yen","CHIBA, Japan, Oct 7 Panasonic Corp's  initial investment in Tesla Motors Inc's battery factory will amount to ""tens of billions"" of yen, the Japanese company's chief executive said on Tuesday."
2014-10-10,"UPDATE 2-Tesla unveils all-wheel drive Model S, ""autopilot"" features","HAWTHORNE, Calif., Oct 10 Tesla Motors Inc  on Thursday took its first step toward automated driving, unveiling features that will allow its electric sedan to park itself and sense dangerous situations."
2014-10-10,"US STOCKS-Ford, Tesla fall in premarket; Lakeland jumps again","NEW YORK, Oct 10 Ford Motor Co and Tesla Motors Corp were among the most active stocks in Friday's premarket session, with both companies lower in heavy volume."
2014-10-10,Tesla unveils all-wheel drive Model S,"Oct 9 Tesla Motors Inc unveiled an all-wheel drive Model S on Thursday, saying ""D"" stands for ""dual motor"", putting an end to days of speculation on the meaning of the cryptic ""D"" in Chief Executive Elon Musk's tweet last week."
2014-10-21,UPDATE 1-Daimler sees $780 million windfall from sale of Tesla stake,* Tesla declines to comment   (Adds details of the transaction)
2014-10-21,Michigan becomes fifth U.S. state to thwart direct Tesla car sales,"DETROIT Michigan Governor Rick Snyder signed a bill on Tuesday that will keep electric carmaker Tesla Motors Inc  from selling its cars directly to consumers in the state, home to the biggest U.S. automakers."
2014-10-21,Michigan becomes 5th U.S. state to thwart direct Tesla car sales,"DETROIT, Oct 21 Michigan Governor Rick Snyder signed a bill on Tuesday that will keep electric carmaker Tesla Motors Inc from selling its cars directly to consumers in the state, home to the biggest U.S. automakers."
2014-10-21,Daimler sees $780 mln windfall from sale of Tesla stake,"FRANKFURT, Oct 21 Daimler AG on Tuesday said it would book a $780 million windfall from selling its 4 percent stake in rival electric car maker Tesla Motors Inc ."
2014-10-22,UPDATE 2-Daimler eyes $780 mln boost from surprise sale of Tesla stake,"* Stake sale to bring 2014 EBIT gain   (Adds analyst comment, valuation multiples)"
2014-10-23,UPDATE 1-Toyota sells some Tesla Motors shares - Nikkei,"Oct 23 Toyota Motor Corp has sold some of its shares in U.S. electric vehicle maker Tesla Motors Inc , the Nikkei financial daily reported. (http://s.nikkei.com/ZJyLgR)"
2014-10-23,Toyota sells some Tesla Motors shares - Nikkei,"Oct 23 Toyota Motor Corp has sold some of its shares in U.S. electric vehicle maker Tesla Motors Inc , the Nikkei financial daily reported. (http://s.nikkei.com/ZJyLgR)"
2014-10-24,"Toyota confirms sale of some Tesla shares, gives no specifics","TOKYO, Oct 24 Toyota Motor Corp said on Friday it had sold part of its stake in Tesla Motors Inc  but that it would continue to study possible cooperation with the electric car maker in the future."
2014-10-27,Tesla offers leasing options for new Model S in U.S.,Oct 27 Tesla Motors Inc unveiled a leasing policy for its new Model S with an option for buyers in the United States to return the car within three months of purchase.
2014-11-05,"UPDATE 3-Tesla 3rd-qtr loss doubles to $75 mln, shares jump","(Adds Elon Musk quotes on Model X, battery factory, plus updated after-hours share price)"
2014-11-05,Tesla third-quarter loss doubles to $75 million,"DETROIT, Nov 5 Electric car maker Tesla Motors Inc said its third-quarter loss nearly doubled from a year ago to $75 million, as manufacturing, sales and development expenses increased to meet rising demand."
2014-11-06,"US STOCKS-Futures flat, investors cautious with indexes at records","* Futures: Dow down 4 pts, S&P; down 2.25 pts, Nasdaq flat"
2014-11-23,"Tesla says in talks with BMW over car batteries, parts","FRANKFURT, Nov 23 U.S. electric carmaker Tesla Motors is in talks with Germany's BMW over a possible alliance in batteries and light-weight components, Tesla's Chief Executive Elon Musk told German weekly Der Spiegel."
2014-11-24,"UPDATE 1-Tesla says in talks with BMW over car batteries, parts","FRANKFURT, Nov 24 U.S. electric carmaker Tesla Motors is in talks with Germany's BMW over a possible collaboration in batteries and lightweight components, Tesla's Chief Executive Elon Musk told German weekly Der Spiegel."
2014-12-12,Tesla's China head resigns after less than 9 months -Bloomberg,"SHANGHAI, Dec 12 Tesla Motors Inc's  China President Veronica Wu has resigned from the U.S. electric car maker after less than nine months in the post, Bloomberg reported on Friday."
2014-12-26,Tesla's new Roadster to cover two-thirds more miles per charge,Dec 26 U.S. electric car maker Tesla Motors Inc  will relaunch its Roadster model with a new battery pack that will increase the distance the car can travel on a single charge by nearly two-thirds to more than 400 miles.
2014-12-26,VW's Audi aims to launch two electric vehicles by 2018 - CEO in paper,FRANKFURT Volkswagen's  premium Audi division aims to bring two purely electric vehicles to market by 2018 as it tries to catch up with rivals such as Tesla Motors  and BMW .
2014-12-26,VW's Audi aims to launch two electric vehicles by 2018-CEO in paper,"FRANKFURT, Dec 26 Volkswagen's  premium Audi division aims to bring two purely electric vehicles to market by 2018 as it tries to catch up with rivals such as Tesla Motors and BMW."
2015-01-13,"Tesla CEO says China sales weak, promises Model X by third quarter","DETROIT Tesla Motors Inc  Chief Executive Elon Musk said on Tuesday that the electric luxury car maker's sales in China were ""unexpectedly weak"" during the fourth quarter, but sought to assure an audience in Detroit the problems are being fixed."
2015-01-13,"UPDATE 1-Tesla CEO says China sales weak, promises Model X by 3rd qtr","DETROIT, Jan 13 Tesla Motors Inc Chief Executive Elon Musk said on Tuesday that the electric luxury car maker's sales in China were ""unexpectedly weak"" during the fourth quarter, but sought to assure an audience in Detroit the problems are being fixed."
2015-01-13,Tesla shares slump 7 pct on weak China sales,"Jan 13 Tesla Motors Inc shares slumped late on Tuesday after Chief Executive Elon Musk said the electric luxury car maker's sales in China were ""unexpectedly weak"" during the fourth quarter. But he assured an audience in Detroit the problems are being fixed."
2015-01-15,CORRECTED-Tesla to hike electric car output to 'a few million' by 2025,"DETROIT, Jan 13 Tesla Motors Inc plans to boost production of electric cars to ""at least a few million a year"" by 2025 from fewer than 40,000 last year, Chief Executive Officer Elon Musk said Tuesday."
2015-02-11,"UPDATE 1-Tesla reports 4th-quarter loss, misses sales targets","DETROIT, Feb 11 Tesla Motors Inc missed sales targets and racked up a fourth-quarter loss of $107.6 million as the luxury electric car maker struggled with production and delivery issues on several fronts."
2015-02-11,Tesla reports 4th-quarter loss of $107.6 million,"DETROIT, Feb 11 Tesla Motors Inc on Wednesday reported a fourth-quarter loss of $107.6 million, or 86 cents per share, compared with a year-ago loss of $16.3 million, or 13 cents per share."
2015-02-11,Exclusive: Tesla CEO threatens firings after dismal China sales - sources,"PARIS/DETROIT Tesla Motors Inc  Chief Executive Elon Musk is prepared to fire overseas executives, people with knowledge of the matter said, after weak Chinese sales of the company's luxury electric cars cast doubt on his ambitious global expansion plans. | Video"
2015-02-12,Tesla years away from its goal of reaching Apple's market cap,"NEW YORK How far does electric car maker Tesla Motors Inc  have to go to reach its goal of matching Apple Inc's  current market value? It would take 26 years, based on rough calculations by Reuters, unless it starts selling a lot more cars. | Video"
2015-02-12,Tesla years away from its goal of reaching Apple's market cap,"NEW YORK, Feb 12 How far does electric car maker Tesla Motors Inc have to go to reach its goal of matching Apple Inc's current market value? It would take 26 years, based on rough calculations by Reuters, unless it starts selling a lot more cars."
2015-02-12,"US STOCKS-Tech rally, Ukraine deal boost Wall Street","* Indexes up: Dow 0.5 pct, S&P; 0.8 pct, Nasdaq 0.9 pct   (Updates to afternoon trading)"
2015-02-12,"US STOCKS-Wall St climbs on Ukraine deal, Swedish stimulus","* Indexes up: Dow 0.24 pct, S&P; 0.55 pct, Nasdaq 0.68 pct   (Updates to late morning)"
2015-02-12,"US STOCKS-Wall St rises after Ukraine deal, Swedish stimulus","* Indexes up: Dow 0.21 pct, S&P; 0.46 pct, Nasdaq 0.65 pct   (Updates to market open, adds data)"
2015-02-12,"CORRECTED-US STOCKS-Wall St to open up after Ukraine deal, Swedish stimulus","NEW YORK, Feb 12 U.S. stocks were poised to open higher on Thursday, following a ceasefire agreement between Russia and Ukraine and surprising stimulus measures by Sweden's central bank, although soft economic data may keep gains in check."
2015-02-12,"CORRECTED-US STOCKS-Wall St to open up after Ukraine deal, Swedish stimulus","NEW YORK, Feb 12 U.S. stocks were poised to open higher on Thursday, following a ceasefire agreement between Russia and Ukraine and surprising stimulus measures by Sweden's central bank, although soft economic data may keep gains in check."
