date,time,title,abstract
2014-03-13,2:25 PM,Ocado sees opportunities from Amazon move into groceries,"LONDON, March 13 British online grocer Ocado  sees Amazon's  push to sell more groceries as more of an opportunity than a threat, believing it will encourage big international retailers to look for partners to help them get set up in e-commerce."
2014-03-13,1:10 PM,Amazon raising annual Prime membership fee to $99,
2014-03-13,12:40 PM,BRIEF-Amazon.com raises price of Amazon Prime membership to $99/yr from $79/yr,March 13 Amazon.com Inc :  * Says raises price of amazon prime membership to $99/yr from $79/yr
2014-03-18,5:51 PM,Czech city deals blow to Amazon's plans for distribution hub,"PRAGUE, March 18 The Czech Republic's second-largest city Brno dealt a blow to U.S. online retailer Amazon.com Inc's plans for a distribution centre in the south of the country, as councillors  voted on Tuesday to reject some conditions for its construction."
2014-03-21,3:15 AM,Amazon closes third-party store in China over fake cosmetic report,"SHANGHAI U.S. e-commerce giant Amazon.com Inc's China unit will strengthen regulation of its online sales channels and has closed down a third-party store, the online retailer said on Thursday, after state media criticized Amazon and smaller local rival Dangdang for selling fake cosmetics."
2014-03-21,3:05 AM,Amazon closes third-party store in China over fake cosmetic report,"SHANGHAI, March 21 U.S e-commerce giant Amazon.com Inc's China unit will strengthen regulation of its online sales channels and has closed down a third-party store, the online retailer said on Thursday, after state media criticised Amazon and smaller local rival Dangdang for selling fake cosmetics."
2014-03-23,6:20 PM,"Shifts in rainfall, not warming pause, slow sea level rise","OSLO Heavy rains from the Amazon to Australia have curbed sea level rise so far this century by shifting water from the oceans to land, according to a study that rejects theories that the slowdown is tied to a pause in global warming."
2014-03-23,6:01 PM,"Shifts in rainfall, not warming pause, slow sea level rise",* Underlying rate of sea level rise continues - French study
2014-03-24,7:10 AM,Cisco joins cloud computing race with $1 billion plan,"Cisco Systems Inc plans to offer cloud computing services, pledging to spend $1 billion over the next two years to enter a market currently led by the world's biggest online retailer Amazon.com Inc."
2014-03-24,12:55 PM,UPDATE 1-Cisco joins cloud computing race with $1 bln plan,"March 24 Cisco Systems Inc plans to offer cloud computing services, pledging to spend $1 billion over the next two years to enter a market currently led by the world's biggest online retailer Amazon.com Inc."
2014-03-24,7:06 AM,Cisco joins cloud computing race with $1 bln plan - WSJ,"March 24 Cisco Systems Inc plans to offer cloud computing services, pledging to spend $1 billion over the next two years to enter a market currently led by the world's biggest online retailer Amazon.com Inc, the Wall Street Journal reported."
2014-03-25,7:51 PM,Google slashes cloud computing prices in rivalry with Amazon,"SAN FRANCISCO Google Inc slashed its cloud computing service prices on Tuesday, seeking to wrest customers from Amazon.com Inc and Microsoft Corp in the fast-growing market of renting computers and data storage to companies."
2014-03-25,7:51 PM,Google slashes cloud computing prices in rivalry with Amazon,"SAN FRANCISCO, March 25 Google Inc  slashed its cloud computing service prices on Tuesday, seeking to wrest customers from Amazon.com Inc and Microsoft Corp in the fast-growing market of renting computers and data storage to companies."
2014-03-26,6:50 PM,Amazon follows Google in slashing cloud computing prices,"SAN FRANCISCO Amazon.com Inc will drop prices on most of its cloud computing services starting April 1, the largest U.S. online retailer said on Wednesday, a day after rival Google Inc outlined a major price cut of its own."
2014-03-26,11:50 PM,UPDATE 1-Amazon follows Google in slashing cloud computing prices,"SAN FRANCISCO, March 26 Amazon.com Inc  will drop prices on most of its cloud computing services starting April 1, the largest U.S. online retailer said on Wednesday, a day after rival Google Inc outlined a major price cut of its own."
2014-03-26,6:46 PM,Amazon follows Google in slashing cloud computing prices,"SAN FRANCISCO, March 26 Amazon.com Inc  will drop prices on most of its cloud computing services starting April 1, the largest U.S. online retailer said on Wednesday, a day after rival Google Inc outlined a major price cut of its own."
2014-03-27,5:10 PM,Amazon aims for TV business with free video streaming: WSJ,"SAN FRANCISCO Online retailer Amazon.com Inc plans to enter the battle for living-room viewership in the coming months, launching a free, ad-supported streaming TV service, the Wall Street Journal reported on Thursday, citing anonymous sources."
2014-03-27,9:10 PM,UPDATE 1-Amazon aims for TV business with free video streaming -WSJ,"SAN FRANCISCO, March 27 Online retailer Amazon.com Inc plans to enter the battle for living-room viewership in the coming months, launching a free, ad-supported streaming TV service, the Wall Street Journal reported on Thursday, citing anonymous sources."
2014-03-27,5:06 PM,Top Kindle exec to update on Amazon video business next week,"SAN FRANCISCO, March 27 Amazon.com Inc will hold a rare press conference in New York on April 2 amid intense speculation that it will reveal a streaming device that rivals the Apple TV and Google Chromcast."
2014-03-31,10:46 AM,Amazon workers in Germany strike again in protracted pay dispute,"BERLIN Hundreds of workers at online retailer Amazon in Germany went on strike on Monday, the first stoppage this year in a pay dispute that has dragged on for months."
2014-03-31,4:05 PM,UPDATE 1-Amazon workers in Germany strike again in protracted pay dispute,"BERLIN, March 31 Hundreds of workers at online retailer Amazon in Germany went on strike on Monday, the first stoppage this year in a pay dispute that has dragged on for months."
2014-03-31,10:41 AM,Amazon workers in Germany strike again in protracted pay dispute,"BERLIN, March 31 Hundreds of workers at online retailer Amazon in Germany went on strike on Monday, the first stoppage this year in a pay dispute that has been dragging on for months."
2014-04-02,3:35 PM,Amazon leaps into home entertainment fray with $99 Fire TV,"NEW YORK/SAN FRANCISCO Amazon.com Inc made a play for the increasingly crowded home entertainment arena by unveiling the $99 ""Fire TV"" video and game streaming device on Wednesday, with hopes of boosting its main online retail business over the longer term. | Video"
2014-04-02,4:41 PM,UPDATE 4-Amazon leaps into home entertainment fray with $99 Fire TV,"NEW YORK/SAN FRANCISCO, April 2 Amazon.com Inc  made a play for the increasingly crowded home entertainment arena by unveiling the $99 ""Fire TV"" video and game streaming device on Wednesday, with hopes of boosting its main online retail business over the longer term."
2014-04-02,5:31 PM,"UPDATE 1-Apple, Facebook, Google Web data centers getting greener -report","SAN FRANCISCO, April 2 Apple Inc, Google Inc and Facebook Inc have made significant progress in adopting renewable energy sources to power their Web services, the environmental group Greenpeace said in a report on Wednesday."
2014-04-02,3:30 PM,"Amazon unveils Fire TV to rival Apple, Roku","NEW YORK/SAN FRANCISCO, April 2 Amazon.com Inc  unveiled a video streaming device dubbed Fire TV on Wednesday that can pipe video directly to television and offers a more prominent showcase for the e-commerce giant's slate of original programming."
2014-04-02,11:16 AM,Amazon drops plan to build logistics centre in Czech city of Brno,"PRAGUE, April 2 Amazon.com has dropped a plan to build a logistics centre in the eastern Czech city of Brno following a decision by local authorities not to endorse the project, a spokeswoman said on Wednesday."
2014-04-05,1:40 AM,"Amazon launches Amazon Dash for delivery of groceries, household items",Amazon.com Inc launched a new product named Amazon Dash on Friday that allows the user to add groceries and household goods to their shopping lists using the company's AmazonFresh service.
2014-04-05,1:35 AM,"Amazon launches Amazon Dash for delivery of groceries, household items",April 4 Amazon.com Inc launched a new product named Amazon Dash on Friday that allows the user to add groceries and household goods to their shopping lists using the company's AmazonFresh service.
2014-04-07,5:32 PM,E-commerce firm AIH bets on peer-to-peer lending,"JOHANNESBURG E-commerce firm Africa Internet Holdings (AIH) has launched a person-to-person lending service as a digital alternative to banks, adding to its range of businesses which include a would-be African Amazon."
2014-04-08,9:00 PM,US STOCKS-Wall St snaps 3-day losing streak as tech rebounds,"* Amazon.com, Yahoo shares jump; investors buy Internet 'bargains'"
2014-04-08,4:50 PM,Rovi loses patent fight with Amazon in U.S. appeals court,"WASHINGTON Rovi, which sells television guide programs to cable providers, lost a patent fight with Amazon.com on Tuesday when a federal appeals court upheld a U.S. district judge's ruling in favor of the world's largest online retailer."
2014-04-08,8:55 PM,UPDATE 1-Rovi loses patent fight with Amazon in U.S. appeals court,"WASHINGTON, April 8 Rovi, which sells television guide programs to cable providers, lost a patent fight with Amazon.com on Tuesday when a federal appeals court upheld a U.S. district judge's ruling in favor of the world's largest online retailer."
2014-04-08,6:46 PM,US STOCKS-Wall St rebound led by gains Internet stocks,"* Indexes: Dow flat; S&P up 0.3 pct, Nasdaq up 0.7 pct   (Updates prices)"
2014-04-08,4:45 PM,Amazon wins patent fight with Rovi in appeals court,"WASHINGTON, April 8 Rovi, which sells television guide programs to cable providers, lost a patent fight with Amazon.com on Tuesday when an appeals court upheld a decision by a Delaware district court."
2014-04-08,4:01 PM,"US STOCKS-Wall St gains as social media, Internet stocks rebound","* Indexes up: Dow 0.3 pct, S&P 0.4 pct, Nasdaq 1 pct   (Updates to late morning trade)"
2014-04-08,11:10 AM,Big push into gaming brings out Amazon's gentler side,"SAN FRANCISCO Amazon.com Inc, a company known for its ruthless drive, is courting the free-wheeling coders and dreamers of the gaming industry with a lighter touch as it seeks to break into an arena now dominated by Apple and Google."
2014-04-08,11:00 AM,Big push into gaming brings out Amazon's gentler side,"SAN FRANCISCO, April 8 Amazon.com Inc, a company known for its ruthless drive, is courting the free-wheeling coders and dreamers of the gaming industry with a lighter touch as it seeks to break into an arena now dominated by Apple and Google."
2014-04-09,12:25 PM,"En route to Amazon, 'Rio 2' explores Brazil's musical diversity","LOS ANGELES As the opening scenes of ""Rio 2"" begins, so does the beat."
2014-04-09,12:01 PM,"CORRECTED-En route to Amazon, 'Rio 2' explores Brazil's musical diversity",(Corrects names of those nominated for Oscar in paragraph 15)
2014-04-10,8:55 PM,Amazon to buy digital comic book publisher comiXology,SAN FRANCISCO Amazon.com Inc will buy New York-based digital comic book publisher comiXology for an undisclosed sum to beef up its entertainment content.
2014-04-10,8:50 PM,Amazon to buy digital comic book publisher comiXology,"SAN FRANCISCO, April 10 Amazon.com Inc  will buy New York-based digital comic book publisher comiXology for an undisclosed sum to beef up its entertainment content."
2014-04-11,9:13 PM,Amazon to unveil smartphone in time for winter holidays: WSJ,"SAN FRANCISCO Amazon.com Inc is preparing to launch its long-rumored smartphone in the second half of the year, the Wall Street Journal reported on Friday, citing people briefed on the company's plans."
2014-04-11,9:46 PM,UPDATE 1-Amazon to unveil smartphone in time for winter holidays -WSJ,"SAN FRANCISCO, April 11 Amazon.com Inc  is preparing to launch its long-rumored smartphone in the second half of the year, the Wall Street Journal reported on Friday, citing people briefed on the company's plans."
2014-04-11,9:11 PM,Amazon to unveil smartphone in time for holidays -WSJ,"SAN FRANCISCO, April 11 Amazon.com Inc  is preparing to launch its long-rumored smartphone in the second half of the year, the Wall Street Journal cited people briefed on the company's plans as saying, jumping into a crowded market dominated by Apple Inc and Samsung Electronics Co Ltd ."
2014-04-13,5:15 PM,UPDATE 1-'Captain America' soars above 'Rio 2' birds to win box office,"LOS ANGELES/NEW YORK, April 13 Marvel's red-white-and-blue superhero soared to a second straight box office win in ""Captain America: The Winter Soldier,"" beating out new animated movie ""Rio 2,"" the story of a family of Brazilian birds on a trip to the Amazon."
2014-04-13,3:50 PM,'Captain America' soars above 'Rio 2' birds to win box office,"LOS ANGELES/NEW YORK, April 13 Marvel's red-white-and-blue superhero soared to a second straight box office win in ""Captain America: The Winter Soldier,"" beating out new animated movie ""Rio 2,"" the story of a family of Brazilian birds on a trip to the Amazon."
2014-04-17,6:30 AM,Online retailers in Germany under fire over working conditions,"FRANKFURT Working practices at the German operations of two of Europe's largest online retailers have come under fire this week, with more strikes at Amazon and Zalando being forced to defend its warehouse operations after a critical TV report."
2014-04-17,1:50 PM,UPDATE 1-Online retailers in Germany under fire over working conditions,"* Zalando denies allegations, sues journalist   (Recasts, adds union comment, details on Zalando)"
2014-04-17,6:26 AM,German Amazon workers called out on strike again,"FRANKFURT, April 17 German labour union Verdi has called on workers at online retailer Amazon in Germany to go on strike on Thursday as a long-running pay dispute continues."
2014-04-18,5:08 PM,Amazon's tax-free European profits drop after IRS clamp-down,"LONDON The amount of money Amazon.com Inc reports through a tax-exempt vehicle in Europe has dropped sharply in the past two years, even as European sales jumped, after the U.S. tax authority tightened rules it felt were being abused to shift profits."
2014-04-18,4:56 PM,Amazon's tax-free European profits drop after IRS clamp-down,"LONDON, April 18 The amount of money Amazon.com Inc reports through a tax-exempt vehicle in Europe has dropped sharply in the past two years, even as European sales jumped, after the U.S. tax authority tightened rules it felt were being abused to shift profits."
2014-04-21,6:00 AM,RPT-Amazon's tax-free European profits drop after IRS clamp-down,"LONDON, April 18 The amount of money Amazon.com Inc reports through a tax-exempt vehicle in Europe has dropped sharply in the past two years, even as European sales jumped, after the U.S. tax authority tightened rules it felt were being abused to shift profits."
2014-04-23,1:52 PM,Amazon grabs rights to stream older HBO shows,"Amazon.com's streaming video service will offer some older shows from premium-cable channel HBO starting next month, a deal that intensifies both companies' competition with subscription-video service Netflix."
2014-04-23,7:17 PM,UPDATE 2-Amazon grabs rights to stream older HBO shows,"April 23 Amazon.com's streaming video service will offer some older shows from premium-cable channel HBO starting next month, a deal that intensifies both companies' competition  with subscription-video service Netflix."
2014-04-23,6:01 PM,"Amazon's eroding tax advantage, bid to sustain growth in focus in first quarter","SAN FRANCISCO Amazon.com Inc's quarterly results on Thursday may heighten worries that its edge over online and even traditional brick-and-mortar rivals is narrowing as it charges sales tax in more states, curtailing growth in its core business."
2014-04-23,4:36 PM,UPDATE 1-HBO strikes deal with Amazon to stream shows,"April 23 Amazon will begin streaming some HBO shows to its premium customers next month, the companies said on Wednesday, in a move that could lure subscribers away from Netflix Inc, a company they both compete with."
2014-04-23,1:46 PM,HBO strikes deal with Amazon to stream shows,"April 23 Some HBO shows and the Internet streaming service HBO Go will be available next month to Amazon  Prime customers, the companies said on Wednesday in a move that could lure customers away from Netflix Inc."
2014-04-24,8:18 PM,Amazon's revenue increases even as spending rises,"SAN FRANCISCO Amazon.com Inc's revenue grew more than expected for the first quarter, largely offset by a sharp increase in spending on technology, content and new warehouses as the e-commerce company branches into new businesses."
2014-04-24,8:36 PM,UPDATE 3-Amazon's revenue increases even as spending rises,"(Adds CFO comments on international growth, analyst comment on margins)"
2014-04-24,10:01 PM,Amazon CFO: first-quarter unit sales growth slowed from previous quarter,"SAN FRANCISCO Amazon.com Inc, the largest U.S. online retailer, said global growth in unit sales during the first three months of the year slowed to 23 percent from the previous quarter."
2014-04-24,9:58 PM,Amazon CFO: first-quarter unit sales growth slowed from previous quarter,"SAN FRANCISCO, April 24 Amazon.com Inc, the largest U.S. online retailer, said global growth in unit sales during the first three months of the year slowed to 23 percent from the previous quarter."
2014-04-24,8:41 PM,US STOCKS-Apple buoys Nasdaq; Ukraine weighs on broader market,* Apple rallies a day after announcing 7-for-1 stock split
2014-04-24,8:16 PM,Amazon posts higher-than-expected first-quarter revenue,"SAN FRANCISCO, April 24 Amazon.com Inc  reported a 32-percent jump in first-quarter net income on Thursday as the largest U.S. online retailer's revenue rose a better-than-expected 23 percent."
2014-04-24,5:01 PM,Amazon to pay more than $300 million for HBO shows: report,"SAN FRANCISCO Amazon.com Inc will pay more than $300 million over three years to offer older shows from premium-cable channel HBO over the next three years, tech blog Re/code reported on Thursday, citing multiple people familiar with the deal."
2014-04-24,4:56 PM,Amazon to pay more than $300 mln for HBO shows - report,"SAN FRANCISCO, April 24 Amazon.com Inc will pay more than $300 million over three years to offer older shows from premium-cable channel HBO over the next three years, tech blog Re/code reported on Thursday, citing multiple people familiar with the deal."
2014-04-25,10:06 PM,"GLOBAL MARKETS-Shares, dollar slide on Ukraine scare; gold rises",(Recasts top three paragraphs to reflect fears over broader effect of Ukraine crisis)
2014-04-25,11:33 AM,Wall Street trips as Amazon tumbles; indexes slip for week,"NEW YORK U.S. stocks dropped on Friday, pulled lower by a selloff in consumer discretionary stocks as bellwether names Amazon.com and Ford Motor fell in the wake of their quarterly earnings. | Video"
2014-04-25,9:01 PM,US STOCKS-Wall St trips as Amazon tumbles; indexes slip for week,* Investors concerned about fallout from Ukraine violence
2014-04-25,8:51 PM,US STOCKS-Wall St trips as Amazon tumbles; indexes slip for week,* Investors concerned about fallout from Ukraine violence
2014-04-25,8:31 PM,"GLOBAL MARKETS-Shares, dollar slide on Ukraine scare; gold rises","* Wall St ends down on Ukraine; weak Ford, Amazon results weigh"
2014-04-25,8:11 PM,US STOCKS SNAPSHOT-Wall St ends lower; indexes down for the week,"NEW YORK, April 25 U.S. stocks fell on Friday, pulled lower by a decline in consumer discretionary stocks, as bellwether names Amazon.com and Ford Motor fell in the wake of their quarterly earnings."
2014-04-25,6:35 PM,US STOCKS-Wall St lower as consumer discretionary stocks drag,"* Indexes down: Dow 0.93 pct, S&P 0.86 pct, Nasdaq 1.76 pct   (Updates to mid-afternoon, changes byline)"
2014-04-25,6:21 PM,"GLOBAL MARKETS-Shares, dollar tumble on Ukraine fears; gold up","* Wall St down on Ukraine fears; weak results from Ford, Amazon"
2014-04-25,4:20 PM,"GLOBAL MARKETS-Shares, dollar tumble on Ukraine anxiety",(Recasts with start of U.S. markets; changes dateline; previous LONDON)
2014-04-25,4:10 PM,US STOCKS-Wall St lower on earnings; Amazon weighs on Nasdaq,"* Indexes down: Dow 0.8 pct, S&P 0.7 pct, Nasdaq 1.4 pct   (Updates midday trading)"
2014-04-28,9:31 PM,"US STOCKS-S&P 500, Dow end up after late rebound; Apple, Pfizer lift",(Updates close with jump in Agenus; adds Gogo's shares down after the bell)
2014-04-28,8:45 PM,"US STOCKS-S&P 500 ends up with Apple, Pfizer; Nasdaq dips",* Pfizer works on next move in takeover bid for Astrazeneca
2014-04-28,6:40 PM,"CORRECTED-US STOCKS-Nasdaq falls, led by Facebook and Amazon; Dow up","(Corrects first paragraph to show Bank of America weighed on S&P 500, not Dow)"
2014-04-28,12:01 PM,German watchdog critical of Asics sales practice,"DUESSELDORF, Germany, April 28 The German cartel office expressed concern on Monday over the way sports goods maker Asics Corp limits sales of its products online to authorised dealers."
2014-04-28,2:56 AM,India Morning Call-Global Markets,"NEW YORK - U.S. stocks dropped on Friday, pulled lower by a selloff in consumer discretionary stocks as bellwether names Amazon.com and Ford Motor fell in the wake of their quarterly earnings."
2014-04-30,10:03 AM,Electronics chain Media-Saturn squares up to e-commerce challenge,* Media-Saturn CEO says some store managers clinging to past
2014-05-05,7:01 AM,Ticketfly taps former Amazon exec for operating role,"SAN FRANCISCO, May 5 Ticketfly, which harnesses data analytics to promote events, hired a former Amazon executive to run day-to-day operations as the start-up adds more events to its roster and lays the groundwork to expand internationally."
2014-05-07,10:40 PM,UPDATE 2-Tech firms write to U.S. FCC to oppose 'net neutrality' plan,(Adds intention of FCC to move ahead with proposals at May 15 meeting)
2014-05-07,8:51 PM,"US STOCKS-Dow, S&P gain on Yellen; Nasdaq ends down for 2nd day","* Yellen cites housing, geopolitical tensions as economic risks"
2014-05-07,2:36 AM,France's Casino seeks Nasdaq global e-commerce unit IPO: source,"SAO PAULO France's Casino  hired Morgan Stanley & Co  and JPMorgan Chase & Co  to list its global e-commerce platform spanning from Brazil to Thailand, a person familiar with the plan said on Tuesday, as the group faces competition from U.S. giant Amazon.com Inc  and Chinese rival Alibaba ."
2014-05-07,2:25 AM,UPDATE 3-France's Casino seeks Nasdaq global e-commerce unit IPO -source,"(Adds analyst comments, share performance in paragraphs 4-8)"
2014-05-07,5:21 AM,HP to invest over $1 billion in open-source cloud computing,Hewlett-Packard Co said it plans to invest more than $1 billion over the next two years to develop and offer cloud-computing products and services.
2014-05-07,5:20 AM,HP to invest over $1 bln in open-source cloud computing,May 7 Hewlett-Packard Co said it plans to invest more than $1 billion over the next two years to develop and offer cloud-computing products and services.
2014-05-08,1:20 AM,UPDATE 3-Tech companies urge U.S. FCC to scrap 'net neutrality' plan,"(Adds comments by FCC Commissioner Clyburn, background; paragraphs 4-5, 13-17)"
2014-05-09,11:11 AM,Amazon's UK tax bill 10 mln stg on $7 bln sales,"LONDON, May 9 Amazon.com Inc filed accounts on Friday showing a UK tax bill of 10 million pounds ($16.95 million) despite $7.3 billion sales in Britain, because the company reports most of its European profit in a tax-exempt Luxembourg partnership."
2014-05-17,2:54 PM,"Italy investigates mobile app practices at Apple, Google, Amazon","MILAN U.S. tech giants Apple, Google and Amazon and French game developer Gameloft are under investigation in Italy for alleged unfair commercial practices, the country's antitrust and competition authority said."
2014-05-17,2:45 PM,"Italy investigates mobile app practices at Apple, Google, Amazon","MILAN, May 17 U.S. tech giants Apple, Google and Amazon and French game developer Gameloft are under investigation in Italy for alleged unfair commercial practices, the country's antitrust and competition authority said."
2014-05-21,1:05 PM,"As Amazon looms, Indian e-tailers strike $400 mln in deals",* Flipkart to buy majority stake in Myntra - Myntra official
2014-05-21,12:36 PM,DIARY-U.S. MEETINGS/WEEK AHEAD,"THOMSON REUTERS, May 21,2014 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        S&P 500 Earnings - Monthly           Meetings - Day Ahead                Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Rese"
2014-05-21,11:36 AM,Germany's Otto seeks advantage from ethical credentials,* Otto online sales up 6.4 pct to 6.063 bln euros in 2013/14
2014-05-21,10:01 AM,Donors commit $215 million for Amazon conservation in Brazil,"RIO DE JANEIRO, May 21 Brazil's government, the World Wildlife Fund and various partners are expected to unveil an agreement on Wednesday that would establish a $215 million fund for conservation of protected jungle in the Amazon rainforest."
2014-05-22,11:02 PM,"Trip Tips: Manaus, Brazil's industrial outpost in the Amazon","MANAUS, Brazil, May 23 Manaus is best known as a stopover for travelers on the way to and from eco tours in Brazil's Amazon rainforest, but in many ways it is more like a bustling frontier outpost of the modern, industrial world on a distant, jungle planet."
2014-05-22,5:06 PM,Ecuador regulator OKs two fields in large Amazon oil project,"QUITO, May 22 Ecuador's environmental regulator gave the go-ahead Thursday to oil company Petroamazonas to develop two of three fields in its ITT project, one of the country's largest oil areas, controversially located around an ecological reserve."
2014-05-22,11:16 AM,UPDATE 1-India's Flipkart buys fashion portal as Amazon spurs consolidation,* Flipkart buys majority stake in Myntra; to invest over $100 mln
2014-05-27,7:51 PM,COLUMN-Why I'm ditching my Amazon account,"(The opinions expressed here are those of the author, a columnist for Reuters.)"
2014-05-28,5:56 PM,Book publisher Hachette says working to resolve Amazon dispute,May 28 Hachette said on Wednesday it plans to work to resolve a contract dispute with Amazon after the online retailer said it was preparing for a long battle with the book publisher.
2014-05-28,11:42 AM,"Lagardere targets growth, downplays Amazon row","PARIS French media group Lagardere has targeted organic annual revenue growth of more than 3 percent through to 2018, helped by new markets and online sales, and said a dispute with online retailer Amazon would not affect 2014 sales."
2014-05-28,3:10 AM,UPDATE 2-Amazon says quick end unlikely in dispute with Hachette,* Hachette operating in 'good faith' but two sides at odds -Amazon
2014-05-29,11:45 PM,"Amazon/Hachette dispute unlikely to provoke regulators, experts say",WASHINGTON The U.S. government's unwillingness to stop Amazon.com from using hardball tactics in fights with book publishers has angered book lovers but antitrust experts say regulators are unlikely to intervene in what appear to be business disputes.
2014-05-29,11:21 PM,"Amazon/Hachette dispute unlikely to provoke regulators, experts say","WASHINGTON, May 29 The U.S. government's unwillingness to stop Amazon.com from using hardball tactics in fights with book publishers has angered book lovers but antitrust experts say regulators are unlikely to intervene in what appear to be business disputes."
2014-05-29,5:35 PM,Union calls for German Amazon workers to strike again,FRANKFURT Labor union Verdi has called on workers at online retailer Amazon.com in Germany to go on strike for two days as it continues efforts to negotiate a new pay deal.
2014-05-29,5:32 PM,Union calls for German Amazon workers to strike again,"FRANKFURT, May 29 Labour union Verdi has called on workers at online retailer Amazon.com in Germany to go on strike for two days as it continues efforts to negotiate a new pay deal."
2014-05-29,5:50 AM,Taiwan's Acer launches cloud computing drive in shift from PC reliance,"TAIPEI Taiwan's Acer Inc 2353.TW detailed its long-touted push into cloud computing on Thursday, as the struggling computer maker responds to a shrinking PC market by pitting itself against cloud leaders Amazon.com Inc AMZN.O and Google Inc GOOGL.O."
2014-05-29,9:17 AM,UPDATE 1-Taiwan's Acer launches cloud computing drive in shift from PC reliance,* Chairman Shih to support BYOC after June retirement   (Adds graphic link)
2014-05-29,5:17 AM,Taiwan's Acer launches cloud computing drive in shift from PC reliance,"TAIPEI, May 27 Taiwan's Acer Inc  detailed its long-touted push into cloud computing on Thursday, as the struggling computer maker responds to a shrinking PC market by pitting itself against cloud leaders Amazon.com Inc  and Google Inc."
2014-05-29,12:17 AM,Book publisher Hachette says working to resolve Amazon dispute,Hachette said on Wednesday it plans to work to resolve a contract dispute with Amazon  after the online retailer said it was preparing for a long battle with the book publisher. | Video
2014-05-30,10:15 PM,"Lagardere targets growth, downplays Amazon row","PARIS French media group Lagardere has targeted organic annual revenue growth of more than 3 percent through to 2018, helped by new markets and online sales, and said a dispute with online retailer Amazon would not affect 2014 sales."
2014-06-02,8:14 AM,German union extends strikes at Amazon warehouses,BERLIN Workers at German warehouses of online retailer Amazon.com extended strikes on Monday as labor union Verdi pressed its demands in a long-running dispute over pay and conditions.
2014-06-02,7:50 AM,German union extends strikes at Amazon warehouses,"BERLIN, June 2 Workers at German warehouses of online retailer Amazon.com extended strikes on Monday as labour union Verdi pressed its demands in a long-running dispute over pay and conditions."
2014-06-04,10:00 PM,Amazon stirs smartphone launch talk with June 18 event,"SAN FRANCISCO Amazon.com Inc revived speculation about its next major product on Wednesday, using a mysterious YouTube video and website post to tease a June 18 ""launch event"" in Seattle to be hosted by CEO Jeff Bezos."
2014-06-04,9:50 PM,Amazon stirs smartphone launch talk with June 18 event,"SAN FRANCISCO, June 4 Amazon.com Inc  revived speculation about its next major product on Wednesday, using a mysterious YouTube video and website post to tease a June 18 ""launch event"" in Seattle to be hosted by CEO Jeff Bezos."
